bin1 bin2 count
2394 3083 11 5.086229766307076e-11
2398 3083 10 9.456933759848595e-10
2400 3083 15 1.8378350711078343e-16
2401 3083 10 9.456933759848595e-10
2401 3573 15 1.8378350711078343e-16
2407 3840 15 1.8378350711078343e-16
2435 4503 19 2.2124811233675724e-22
2437 4976 10 9.456933759848595e-10
2478 2677 31 3.269661026104818e-42
2495 3215 19 2.2124811233675724e-22
2503 3432 13 1.1295061582104784e-13
2506 3908 10 9.456933759848595e-10
2511 3427 32 5.61167291062183e-44
2520 2930 32 5.61167291062183e-44
2520 2931 133 0.0
2554 4255 10 9.456933759848595e-10
2555 2783 10 9.456933759848595e-10
2555 3332 44 3.126416160517897e-66
2565 4653 16 6.679588877218486e-18
2566 4653 31 3.269661026104818e-42
2566 4958 16 6.679588877218486e-18
2573 3083 18 7.304956297338264e-21
2574 3083 36 3.4804215409160145e-51
2575 3083 30 1.8387855596234744e-40
2576 3083 30 1.8387855596234744e-40
2577 3083 16 6.679588877218486e-18
2578 3083 26 1.2630404317408847e-33
2579 3083 19 2.2124811233675724e-22
2579 3501 14 4.724210692382718e-15
2580 3083 19 2.2124811233675724e-22
2581 3083 27 2.616398858529923e-35
2582 3083 16 6.679588877218486e-18
2583 3083 19 2.2124811233675724e-22
2584 3083 20 6.3436412040036335e-24
2585 3083 19 2.2124811233675724e-22
2586 3083 18 7.304956297338264e-21
2588 3083 25 5.850259254768592e-32
2589 3083 13 1.1295061582104784e-13
2590 3083 10 9.456933759848595e-10
2591 3083 17 2.276949513284109e-19
2592 3083 16 6.679588877218486e-18
2593 3083 11 5.086229766307076e-11
2594 3083 21 1.7261417027865884e-25
2595 3083 15 1.8378350711078343e-16
2596 3083 19 2.2124811233675724e-22
2597 3083 17 2.276949513284109e-19
2598 3083 17 2.276949513284109e-19
2599 3083 15 1.8378350711078343e-16
2600 3083 13 1.1295061582104784e-13
2601 3083 13 1.1295061582104784e-13
2602 3083 19 2.2124811233675724e-22
2603 3083 14 4.724210692382718e-15
2604 3083 15 1.8378350711078343e-16
2605 3083 11 5.086229766307076e-11
2605 5123 18 7.304956297338264e-21
2607 3083 20 6.3436412040036335e-24
2608 3083 23 1.102104415209943e-28
2609 3083 15 1.8378350711078343e-16
2609 3089 10 9.456933759848595e-10
2609 4723 20 6.3436412040036335e-24
2610 4513 10 9.456933759848595e-10
2611 3083 22 4.467592626069736e-27
2612 3083 12 2.499011608308997e-12
2613 3083 12 2.499011608308997e-12
2615 3083 12 2.499011608308997e-12
2616 3083 13 1.1295061582104784e-13
2617 3083 10 9.456933759848595e-10
2618 3083 14 4.724210692382718e-15
2620 3083 12 2.499011608308997e-12
2621 3083 14 4.724210692382718e-15
2624 3083 11 5.086229766307076e-11
2626 3083 11 5.086229766307076e-11
2629 2828 10 9.456933759848595e-10
2629 3083 15 1.8378350711078343e-16
2630 3083 11 5.086229766307076e-11
2631 3083 10 9.456933759848595e-10
2637 3083 13 1.1295061582104784e-13
2642 3083 11 5.086229766307076e-11
2643 3083 11 5.086229766307076e-11
2647 3083 14 4.724210692382718e-15
2647 4159 10 9.456933759848595e-10
2649 3083 10 9.456933759848595e-10
2651 3083 10 9.456933759848595e-10
2652 3083 11 5.086229766307076e-11
2655 3087 11 5.086229766307076e-11
2657 4495 10 9.456933759848595e-10
2661 3083 12 2.499011608308997e-12
2662 3083 10 9.456933759848595e-10
2663 4681 10 9.456933759848595e-10
2664 3083 11 5.086229766307076e-11
2675 3083 12 2.499011608308997e-12
2680 3083 10 9.456933759848595e-10
2682 4521 11 5.086229766307076e-11
2682 4522 10 9.456933759848595e-10
2686 3083 11 5.086229766307076e-11
2686 4219 11 5.086229766307076e-11
2694 3083 10 9.456933759848595e-10
2697 4515 10 9.456933759848595e-10
2697 5225 23 1.102104415209943e-28
2702 4633 19 2.2124811233675724e-22
2714 5154 15 1.8378350711078343e-16
2730 4591 14 4.724210692382718e-15
2732 3643 21 1.7261417027865884e-25
2743 4391 11 5.086229766307076e-11
2743 4392 10 9.456933759848595e-10
2781 4357 15 1.8378350711078343e-16
2804 4365 29 9.970824759824369e-39
2815 5293 10 9.456933759848595e-10
2822 3083 10 9.456933759848595e-10
2823 3083 12 2.499011608308997e-12
2824 3083 17 2.276949513284109e-19
2825 3083 19 2.2124811233675724e-22
2826 3083 16 6.679588877218486e-18
2828 3083 21 1.7261417027865884e-25
2829 3083 30 1.8387855596234744e-40
2830 3083 21 1.7261417027865884e-25
2831 3083 21 1.7261417027865884e-25
2832 3083 14 4.724210692382718e-15
2833 3083 18 7.304956297338264e-21
2834 3083 19 2.2124811233675724e-22
2835 3083 17 2.276949513284109e-19
2838 3083 10 9.456933759848595e-10
2840 3083 11 5.086229766307076e-11
2845 3083 14 4.724210692382718e-15
2846 3083 11 5.086229766307076e-11
2847 3083 10 9.456933759848595e-10
2848 3111 18 7.304956297338264e-21
2850 3083 12 2.499011608308997e-12
2851 3083 11 5.086229766307076e-11
2851 4910 16 6.679588877218486e-18
2852 3083 14 4.724210692382718e-15
2853 3083 10 9.456933759848595e-10
2855 3083 17 2.276949513284109e-19
2858 3083 11 5.086229766307076e-11
2859 3083 10 9.456933759848595e-10
2860 3572 33 9.305043187070425e-46
2863 3083 10 9.456933759848595e-10
2865 3083 10 9.456933759848595e-10
2866 3083 11 5.086229766307076e-11
2867 3083 11 5.086229766307076e-11
2868 3083 10 9.456933759848595e-10
2870 3385 12 2.499011608308997e-12
2871 3083 10 9.456933759848595e-10
2877 4811 20 6.3436412040036335e-24
2878 3083 10 9.456933759848595e-10
2881 3083 12 2.499011608308997e-12
2883 3083 13 1.1295061582104784e-13
2896 3083 10 9.456933759848595e-10
2938 5166 11 5.086229766307076e-11
2948 3577 25 5.850259254768592e-32
2972 4527 13 1.1295061582104784e-13
2975 3272 10 9.456933759848595e-10
2975 3308 10 9.456933759848595e-10
2975 4215 11 5.086229766307076e-11
2976 3318 12 2.499011608308997e-12
2976 4847 14 4.724210692382718e-15
2977 3283 10 9.456933759848595e-10
2977 3317 10 9.456933759848595e-10
2977 4215 11 5.086229766307076e-11
2977 4847 11 5.086229766307076e-11
3022 3303 23 1.102104415209943e-28
3031 4610 11 5.086229766307076e-11
3045 4098 11 5.086229766307076e-11
3050 4531 13 1.1295061582104784e-13
3076 4958 10 9.456933759848595e-10
3083 3329 11 5.086229766307076e-11
3083 3331 12 2.499011608308997e-12
3083 3335 10 9.456933759848595e-10
3083 3347 11 5.086229766307076e-11
3083 3350 11 5.086229766307076e-11
3083 3353 12 2.499011608308997e-12
3083 3401 10 9.456933759848595e-10
3083 3572 34 1.492017555413094e-47
3083 3573 33 9.305043187070425e-46
3083 3574 17 2.276949513284109e-19
3083 3575 11 5.086229766307076e-11
3083 3576 19 2.2124811233675724e-22
3083 3577 13 1.1295061582104784e-13
3083 3578 17 2.276949513284109e-19
3083 3579 24 2.5962124294894867e-30
3083 3580 19 2.2124811233675724e-22
3083 3581 16 6.679588877218486e-18
3083 3582 14 4.724210692382718e-15
3083 3583 21 1.7261417027865884e-25
3083 3584 15 1.8378350711078343e-16
3083 3585 21 1.7261417027865884e-25
3083 3586 15 1.8378350711078343e-16
3083 3587 16 6.679588877218486e-18
3083 3588 11 5.086229766307076e-11
3083 3589 23 1.102104415209943e-28
3083 3590 23 1.102104415209943e-28
3083 3591 12 2.499011608308997e-12
3083 3592 18 7.304956297338264e-21
3083 3593 15 1.8378350711078343e-16
3083 3594 20 6.3436412040036335e-24
3083 3596 13 1.1295061582104784e-13
3083 3597 15 1.8378350711078343e-16
3083 3598 10 9.456933759848595e-10
3083 3599 11 5.086229766307076e-11
3083 3601 15 1.8378350711078343e-16
3083 3602 12 2.499011608308997e-12
3083 3603 15 1.8378350711078343e-16
3083 3605 11 5.086229766307076e-11
3083 3606 13 1.1295061582104784e-13
3083 3607 14 4.724210692382718e-15
3083 3608 15 1.8378350711078343e-16
3083 3611 10 9.456933759848595e-10
3083 3612 13 1.1295061582104784e-13
3083 3613 13 1.1295061582104784e-13
3083 3614 15 1.8378350711078343e-16
3083 3615 10 9.456933759848595e-10
3083 3617 11 5.086229766307076e-11
3083 3618 10 9.456933759848595e-10
3083 3619 10 9.456933759848595e-10
3083 3630 13 1.1295061582104784e-13
3083 3631 12 2.499011608308997e-12
3083 3633 14 4.724210692382718e-15
3083 3641 12 2.499011608308997e-12
3083 3649 10 9.456933759848595e-10
3083 3652 11 5.086229766307076e-11
3083 3655 10 9.456933759848595e-10
3083 3663 10 9.456933759848595e-10
3083 3681 34 1.492017555413094e-47
3083 3682 11 5.086229766307076e-11
3083 3823 10 9.456933759848595e-10
3083 3824 23 1.102104415209943e-28
3083 3826 15 1.8378350711078343e-16
3083 3827 12 2.499011608308997e-12
3083 3829 15 1.8378350711078343e-16
3083 3830 16 6.679588877218486e-18
3083 3831 19 2.2124811233675724e-22
3083 3832 18 7.304956297338264e-21
3083 3833 20 6.3436412040036335e-24
3083 3834 20 6.3436412040036335e-24
3083 3835 13 1.1295061582104784e-13
3083 3836 16 6.679588877218486e-18
3083 3837 16 6.679588877218486e-18
3083 3838 23 1.102104415209943e-28
3083 3839 18 7.304956297338264e-21
3083 3840 11 5.086229766307076e-11
3083 3841 16 6.679588877218486e-18
3083 3842 16 6.679588877218486e-18
3083 3843 22 4.467592626069736e-27
3083 3844 33 9.305043187070425e-46
3083 3845 26 1.2630404317408847e-33
3083 3846 35 2.3154151027681997e-49
3083 3847 20 6.3436412040036335e-24
3083 3848 19 2.2124811233675724e-22
3083 3849 17 2.276949513284109e-19
3083 3850 13 1.1295061582104784e-13
3083 3851 20 6.3436412040036335e-24
3083 3858 12 2.499011608308997e-12
3083 3861 13 1.1295061582104784e-13
3083 3863 11 5.086229766307076e-11
3083 3876 14 4.724210692382718e-15
3083 3889 10 9.456933759848595e-10
3083 4063 19 2.2124811233675724e-22
3083 4064 26 1.2630404317408847e-33
3083 4065 29 9.970824759824369e-39
3083 4066 18 7.304956297338264e-21
3083 4067 27 2.616398858529923e-35
3083 4068 13 1.1295061582104784e-13
3083 4069 16 6.679588877218486e-18
3083 4070 24 2.5962124294894867e-30
3083 4071 16 6.679588877218486e-18
3083 4072 19 2.2124811233675724e-22
3083 4073 27 2.616398858529923e-35
3083 4074 18 7.304956297338264e-21
3083 4075 16 6.679588877218486e-18
3083 4076 15 1.8378350711078343e-16
3083 4077 17 2.276949513284109e-19
3083 4078 20 6.3436412040036335e-24
3083 4079 12 2.499011608308997e-12
3083 4080 15 1.8378350711078343e-16
3083 4081 22 4.467592626069736e-27
3083 4082 20 6.3436412040036335e-24
3083 4083 19 2.2124811233675724e-22
3083 4085 15 1.8378350711078343e-16
3083 4086 19 2.2124811233675724e-22
3083 4087 17 2.276949513284109e-19
3083 4088 16 6.679588877218486e-18
3083 4089 10 9.456933759848595e-10
3083 4090 18 7.304956297338264e-21
3083 4091 16 6.679588877218486e-18
3083 4092 18 7.304956297338264e-21
3083 4093 19 2.2124811233675724e-22
3083 4094 16 6.679588877218486e-18
3083 4095 26 1.2630404317408847e-33
3083 4096 22 4.467592626069736e-27
3083 4097 16 6.679588877218486e-18
3083 4098 14 4.724210692382718e-15
3083 4099 16 6.679588877218486e-18
3083 4100 11 5.086229766307076e-11
3083 4101 10 9.456933759848595e-10
3083 4102 12 2.499011608308997e-12
3083 4103 18 7.304956297338264e-21
3083 4104 12 2.499011608308997e-12
3083 4105 16 6.679588877218486e-18
3083 4108 10 9.456933759848595e-10
3083 4109 14 4.724210692382718e-15
3083 4111 21 1.7261417027865884e-25
3083 4112 16 6.679588877218486e-18
3083 4113 12 2.499011608308997e-12
3083 4115 13 1.1295061582104784e-13
3083 4116 11 5.086229766307076e-11
3083 4120 13 1.1295061582104784e-13
3083 4124 11 5.086229766307076e-11
3083 4125 12 2.499011608308997e-12
3083 4126 19 2.2124811233675724e-22
3083 4127 13 1.1295061582104784e-13
3083 4128 16 6.679588877218486e-18
3083 4129 18 7.304956297338264e-21
3083 4130 12 2.499011608308997e-12
3083 4131 17 2.276949513284109e-19
3083 4132 15 1.8378350711078343e-16
3083 4133 13 1.1295061582104784e-13
3083 4135 13 1.1295061582104784e-13
3083 4136 13 1.1295061582104784e-13
3083 4138 11 5.086229766307076e-11
3083 4161 10 9.456933759848595e-10
3083 4181 10 9.456933759848595e-10
3083 4210 11 5.086229766307076e-11
3083 4215 10 9.456933759848595e-10
3083 4256 274 0.0
3083 4271 14 4.724210692382718e-15
3083 4272 19 2.2124811233675724e-22
3083 4273 25 5.850259254768592e-32
3083 4274 19 2.2124811233675724e-22
3083 4275 12 2.499011608308997e-12
3083 4276 13 1.1295061582104784e-13
3083 4277 13 1.1295061582104784e-13
3083 4278 13 1.1295061582104784e-13
3083 4279 14 4.724210692382718e-15
3083 4280 19 2.2124811233675724e-22
3083 4281 11 5.086229766307076e-11
3083 4282 10 9.456933759848595e-10
3083 4284 14 4.724210692382718e-15
3083 4285 10 9.456933759848595e-10
3083 4290 11 5.086229766307076e-11
3083 4292 14 4.724210692382718e-15
3083 4295 12 2.499011608308997e-12
3083 4296 11 5.086229766307076e-11
3083 4297 11 5.086229766307076e-11
3083 4298 10 9.456933759848595e-10
3083 4299 10 9.456933759848595e-10
3083 4300 14 4.724210692382718e-15
3083 4302 14 4.724210692382718e-15
3083 4303 10 9.456933759848595e-10
3083 4304 13 1.1295061582104784e-13
3083 4306 10 9.456933759848595e-10
3083 4312 12 2.499011608308997e-12
3083 4316 10 9.456933759848595e-10
3083 4318 11 5.086229766307076e-11
3083 4324 10 9.456933759848595e-10
3083 4340 10 9.456933759848595e-10
3083 4469 43 2.6203265816195033e-64
3083 4470 40 1.3105313044620412e-58
3083 4471 25 5.850259254768592e-32
3083 4472 27 2.616398858529923e-35
3083 4473 34 1.492017555413094e-47
3083 4474 23 1.102104415209943e-28
3083 4475 19 2.2124811233675724e-22
3083 4478 12 2.499011608308997e-12
3083 4480 11 5.086229766307076e-11
3083 4481 17 2.276949513284109e-19
3083 4482 16 6.679588877218486e-18
3083 4483 22 4.467592626069736e-27
3083 4484 25 5.850259254768592e-32
3083 4485 10 9.456933759848595e-10
3083 4486 11 5.086229766307076e-11
3083 4487 19 2.2124811233675724e-22
3083 4488 21 1.7261417027865884e-25
3083 4489 23 1.102104415209943e-28
3083 4491 12 2.499011608308997e-12
3083 4492 20 6.3436412040036335e-24
3083 4494 23 1.102104415209943e-28
3083 4495 20 6.3436412040036335e-24
3083 4496 14 4.724210692382718e-15
3083 4497 12 2.499011608308997e-12
3083 4498 13 1.1295061582104784e-13
3083 4499 19 2.2124811233675724e-22
3083 4500 12 2.499011608308997e-12
3083 4502 14 4.724210692382718e-15
3083 4504 10 9.456933759848595e-10
3083 4505 10 9.456933759848595e-10
3083 4507 17 2.276949513284109e-19
3083 4510 13 1.1295061582104784e-13
3083 4511 14 4.724210692382718e-15
3083 4512 10 9.456933759848595e-10
3083 4521 10 9.456933759848595e-10
3083 4524 12 2.499011608308997e-12
3083 4525 10 9.456933759848595e-10
3083 4528 15 1.8378350711078343e-16
3083 4660 47 4.543005427323991e-72
3083 4661 10 9.456933759848595e-10
3083 4675 13 1.1295061582104784e-13
3083 4684 11 5.086229766307076e-11
3083 4694 11 5.086229766307076e-11
3083 4695 11 5.086229766307076e-11
3083 4696 17 2.276949513284109e-19
3083 4703 10 9.456933759848595e-10
3083 4843 13 1.1295061582104784e-13
3083 4845 10 9.456933759848595e-10
3083 4857 10 9.456933759848595e-10
3083 4858 15 1.8378350711078343e-16
3083 4860 13 1.1295061582104784e-13
3083 4863 10 9.456933759848595e-10
3083 4866 12 2.499011608308997e-12
3083 4868 11 5.086229766307076e-11
3083 4872 11 5.086229766307076e-11
3083 4877 13 1.1295061582104784e-13
3083 4880 11 5.086229766307076e-11
3083 4883 16 6.679588877218486e-18
3083 4885 10 9.456933759848595e-10
3083 4886 11 5.086229766307076e-11
3083 4893 11 5.086229766307076e-11
3083 4894 11 5.086229766307076e-11
3083 4902 10 9.456933759848595e-10
3083 4907 10 9.456933759848595e-10
3083 4913 11 5.086229766307076e-11
3083 4931 10 9.456933759848595e-10
3083 4948 12 2.499011608308997e-12
3083 4971 16 6.679588877218486e-18
3083 4972 15 1.8378350711078343e-16
3083 4973 12 2.499011608308997e-12
3083 4974 21 1.7261417027865884e-25
3083 4975 20 6.3436412040036335e-24
3083 4978 11 5.086229766307076e-11
3083 4979 14 4.724210692382718e-15
3083 4981 14 4.724210692382718e-15
3083 4983 10 9.456933759848595e-10
3083 4984 13 1.1295061582104784e-13
3083 4985 12 2.499011608308997e-12
3083 4990 10 9.456933759848595e-10
3083 4993 10 9.456933759848595e-10
3083 4994 12 2.499011608308997e-12
3083 4997 10 9.456933759848595e-10
3083 4999 10 9.456933759848595e-10
3083 5000 12 2.499011608308997e-12
3083 5001 12 2.499011608308997e-12
3083 5002 10 9.456933759848595e-10
3083 5004 14 4.724210692382718e-15
3083 5006 11 5.086229766307076e-11
3083 5007 10 9.456933759848595e-10
3083 5028 14 4.724210692382718e-15
3083 5029 12 2.499011608308997e-12
3085 4513 10 9.456933759848595e-10
3086 4512 11 5.086229766307076e-11
3087 4330 23 1.102104415209943e-28
3120 4571 11 5.086229766307076e-11
3136 4332 22 4.467592626069736e-27
3142 4112 29 9.970824759824369e-39
3142 4885 10 9.456933759848595e-10
3142 4886 40 1.3105313044620412e-58
3153 4398 18 7.304956297338264e-21
3155 3460 10 9.456933759848595e-10
3163 3936 11 5.086229766307076e-11
3179 5106 10 9.456933759848595e-10
3186 4985 10 9.456933759848595e-10
3202 3705 18 7.304956297338264e-21
3232 4108 10 9.456933759848595e-10
3232 4109 41 1.6974226148863556e-60
3232 4176 15 1.8378350711078343e-16
3244 3620 11 5.086229766307076e-11
3244 3675 19 2.2124811233675724e-22
3244 4128 21 1.7261417027865884e-25
3265 4005 13 1.1295061582104784e-13
3265 5092 27 2.616398858529923e-35
3269 3590 14 4.724210692382718e-15
3270 3546 10 9.456933759848595e-10
3271 3546 10 9.456933759848595e-10
3271 4255 10 9.456933759848595e-10
3271 4256 12 2.499011608308997e-12
3271 4520 10 9.456933759848595e-10
3273 4848 11 5.086229766307076e-11
3285 3464 13 1.1295061582104784e-13
3295 4227 14 4.724210692382718e-15
3295 4536 10 9.456933759848595e-10
3295 4543 116 2.360854968478955e-227
3306 4907 41 1.6974226148863556e-60
3312 4254 10 9.456933759848595e-10
3312 4255 11 5.086229766307076e-11
3316 4517 10 9.456933759848595e-10
3320 4958 17 2.276949513284109e-19
3321 4958 16 6.679588877218486e-18
3338 4564 10 9.456933759848595e-10
3338 4565 19 2.2124811233675724e-22
3345 5256 10 9.456933759848595e-10
3355 4220 12 2.499011608308997e-12
3380 3718 15 1.8378350711078343e-16
3402 5128 15 1.8378350711078343e-16
3417 5176 18 7.304956297338264e-21
3418 4748 19 2.2124811233675724e-22
3543 3776 36 3.4804215409160145e-51
3547 5254 14 4.724210692382718e-15
3553 4234 14 4.724210692382718e-15
3557 4089 12 2.499011608308997e-12
3572 4543 10 9.456933759848595e-10
3599 3880 15 1.8378350711078343e-16
3633 4349 14 4.724210692382718e-15
3645 4671 16 6.679588877218486e-18
3654 4519 11 5.086229766307076e-11
3681 4256 287 0.0
3700 4993 19 2.2124811233675724e-22
3717 4674 12 2.499011608308997e-12
3763 4383 20 6.3436412040036335e-24
3877 4068 10 9.456933759848595e-10
3915 4435 10 9.456933759848595e-10
3919 4520 10 9.456933759848595e-10
3933 5105 10 9.456933759848595e-10
3939 4327 17 2.276949513284109e-19
3976 4186 12 2.499011608308997e-12
4028 5245 12 2.499011608308997e-12
4033 4944 10 9.456933759848595e-10
4064 4537 10 9.456933759848595e-10
4065 4832 12 2.499011608308997e-12
4095 4617 12 2.499011608308997e-12
4126 5140 11 5.086229766307076e-11
4130 4515 19 2.2124811233675724e-22
4167 4727 12 2.499011608308997e-12
4210 4519 10 9.456933759848595e-10
4210 4520 10 9.456933759848595e-10
4210 4521 10 9.456933759848595e-10
4216 4521 12 2.499011608308997e-12
4216 4522 11 5.086229766307076e-11
4217 4519 10 9.456933759848595e-10
4217 4524 10 9.456933759848595e-10
4219 4520 11 5.086229766307076e-11
4219 4522 11 5.086229766307076e-11
4219 4848 10 9.456933759848595e-10
4220 4519 12 2.499011608308997e-12
4220 4625 22 4.467592626069736e-27
4227 4543 15 1.8378350711078343e-16
4254 4520 10 9.456933759848595e-10
4256 4273 15 1.8378350711078343e-16
4256 4274 13 1.1295061582104784e-13
4256 4275 10 9.456933759848595e-10
4256 4660 18 7.304956297338264e-21
4256 4726 10 9.456933759848595e-10
4257 4930 11 5.086229766307076e-11
4287 4543 12 2.499011608308997e-12
4295 4709 11 5.086229766307076e-11
4299 4553 10 9.456933759848595e-10
4310 4557 14 4.724210692382718e-15
4329 4844 10 9.456933759848595e-10
4380 4472 10 9.456933759848595e-10
4486 4955 16 6.679588877218486e-18
4512 4845 10 9.456933759848595e-10
4513 4845 11 5.086229766307076e-11
4531 4905 12 2.499011608308997e-12
4543 4660 11 5.086229766307076e-11
4543 4801 24 2.5962124294894867e-30
4653 4958 20 6.3436412040036335e-24
4912 5213 24 2.5962124294894867e-30
