bin1 bin2 count
1105 3083 15 1.8378350711078343e-16
1106 3083 14 4.724210692382718e-15
1108 3083 14 4.724210692382718e-15
1109 3083 11 5.086229766307076e-11
1111 3083 10 9.456933759848595e-10
1112 3083 14 4.724210692382718e-15
1113 3083 14 4.724210692382718e-15
1115 3083 12 2.499011608308997e-12
1116 3083 19 2.2124811233675724e-22
1117 3083 20 6.3436412040036335e-24
1118 4103 10 9.456933759848595e-10
1119 3083 13 1.1295061582104784e-13
1123 3083 15 1.8378350711078343e-16
1125 3083 13 1.1295061582104784e-13
1126 3083 12 2.499011608308997e-12
1127 3083 16 6.679588877218486e-18
1128 3083 13 1.1295061582104784e-13
1129 3083 15 1.8378350711078343e-16
1133 3083 11 5.086229766307076e-11
1136 3083 10 9.456933759848595e-10
1137 3083 12 2.499011608308997e-12
1140 3083 16 6.679588877218486e-18
1141 3083 10 9.456933759848595e-10
1146 1653 10 9.456933759848595e-10
1146 3083 13 1.1295061582104784e-13
1147 3083 15 1.8378350711078343e-16
1148 3083 18 7.304956297338264e-21
1157 1721 18 7.304956297338264e-21
1161 3083 10 9.456933759848595e-10
1161 4607 19 2.2124811233675724e-22
1169 3083 11 5.086229766307076e-11
1176 3083 11 5.086229766307076e-11
1276 1523 10 9.456933759848595e-10
1291 3470 14 4.724210692382718e-15
1301 4174 13 1.1295061582104784e-13
1309 2698 10 9.456933759848595e-10
1311 4723 10 9.456933759848595e-10
1313 3430 10 9.456933759848595e-10
1313 4575 11 5.086229766307076e-11
1317 3197 14 4.724210692382718e-15
1330 4956 12 2.499011608308997e-12
1337 3318 10 9.456933759848595e-10
1339 3232 11 5.086229766307076e-11
1342 3923 11 5.086229766307076e-11
1343 1620 13 1.1295061582104784e-13
1343 1621 10 9.456933759848595e-10
1344 4215 10 9.456933759848595e-10
1344 4300 13 1.1295061582104784e-13
1345 1635 14 4.724210692382718e-15
1345 2101 10 9.456933759848595e-10
1345 4219 10 9.456933759848595e-10
1346 2686 10 9.456933759848595e-10
1348 3279 11 5.086229766307076e-11
1348 4215 11 5.086229766307076e-11
1349 1621 10 9.456933759848595e-10
1349 1638 10 9.456933759848595e-10
1349 2695 11 5.086229766307076e-11
1350 1638 10 9.456933759848595e-10
1350 2976 12 2.499011608308997e-12
1350 4526 11 5.086229766307076e-11
1353 1476 32 5.61167291062183e-44
1354 1621 10 9.456933759848595e-10
1357 4558 10 9.456933759848595e-10
1368 4309 18 7.304956297338264e-21
1373 4540 14 4.724210692382718e-15
1373 4727 10 9.456933759848595e-10
1375 1637 10 9.456933759848595e-10
1375 4520 10 9.456933759848595e-10
1376 1636 10 9.456933759848595e-10
1376 1638 13 1.1295061582104784e-13
1376 3313 11 5.086229766307076e-11
1376 3315 10 9.456933759848595e-10
1377 1635 14 4.724210692382718e-15
1377 1638 14 4.724210692382718e-15
1377 1639 10 9.456933759848595e-10
1378 1638 12 2.499011608308997e-12
1378 2553 11 5.086229766307076e-11
1378 3546 11 5.086229766307076e-11
1381 2552 10 9.456933759848595e-10
1382 1628 18 7.304956297338264e-21
1382 1636 12 2.499011608308997e-12
1386 1871 10 9.456933759848595e-10
1386 4688 18 7.304956297338264e-21
1388 4238 12 2.499011608308997e-12
1389 3280 10 9.456933759848595e-10
1389 4010 17 2.276949513284109e-19
1389 4725 38 7.167716358473956e-55
1390 4725 34 1.492017555413094e-47
1398 2454 29 9.970824759824369e-39
1398 3083 27 2.616398858529923e-35
1399 3083 13 1.1295061582104784e-13
1400 3083 16 6.679588877218486e-18
1401 3083 12 2.499011608308997e-12
1402 3083 17 2.276949513284109e-19
1403 3083 16 6.679588877218486e-18
1404 3083 12 2.499011608308997e-12
1405 3083 14 4.724210692382718e-15
1406 3083 10 9.456933759848595e-10
1407 3083 12 2.499011608308997e-12
1408 3083 18 7.304956297338264e-21
1409 3083 12 2.499011608308997e-12
1410 3083 10 9.456933759848595e-10
1411 3083 11 5.086229766307076e-11
1412 3083 10 9.456933759848595e-10
1416 3083 11 5.086229766307076e-11
1417 3083 18 7.304956297338264e-21
1418 3083 12 2.499011608308997e-12
1419 3083 14 4.724210692382718e-15
1420 3083 12 2.499011608308997e-12
1421 3083 10 9.456933759848595e-10
1422 3083 16 6.679588877218486e-18
1423 3083 11 5.086229766307076e-11
1427 3083 14 4.724210692382718e-15
1428 3083 14 4.724210692382718e-15
1429 3083 11 5.086229766307076e-11
1430 4881 10 9.456933759848595e-10
1431 3083 20 6.3436412040036335e-24
1432 3083 14 4.724210692382718e-15
1433 3083 13 1.1295061582104784e-13
1436 3083 14 4.724210692382718e-15
1437 3083 19 2.2124811233675724e-22
1437 3365 13 1.1295061582104784e-13
1447 3083 15 1.8378350711078343e-16
1450 3083 11 5.086229766307076e-11
1450 3312 17 2.276949513284109e-19
1453 3083 11 5.086229766307076e-11
1457 3083 104 6.158584932026842e-198
1457 4256 10 9.456933759848595e-10
1458 3083 10 9.456933759848595e-10
1466 2007 20 6.3436412040036335e-24
1466 3083 10 9.456933759848595e-10
1468 3083 10 9.456933759848595e-10
1469 3083 11 5.086229766307076e-11
1478 2439 13 1.1295061582104784e-13
1541 3049 51 5.281811684643292e-80
1542 3049 13 1.1295061582104784e-13
1547 2331 12 2.499011608308997e-12
1551 3846 11 5.086229766307076e-11
1551 4271 10 9.456933759848595e-10
1567 3529 10 9.456933759848595e-10
1572 2732 26 1.2630404317408847e-33
1577 4275 19 2.2124811233675724e-22
1611 3139 11 5.086229766307076e-11
1621 2977 11 5.086229766307076e-11
1621 3222 19 2.2124811233675724e-22
1622 2140 13 1.1295061582104784e-13
1622 3281 12 2.499011608308997e-12
1622 4336 10 9.456933759848595e-10
1635 3275 16 6.679588877218486e-18
1635 3312 10 9.456933759848595e-10
1635 4329 10 9.456933759848595e-10
1646 4185 10 9.456933759848595e-10
1651 3158 10 9.456933759848595e-10
1652 3876 26 1.2630404317408847e-33
1652 4512 39 9.834058124607228e-57
1663 1705 17 2.276949513284109e-19
1685 2838 28 5.207457025525266e-37
1685 3295 11 5.086229766307076e-11
1685 4543 80 6.631187958231112e-142
1690 2448 12 2.499011608308997e-12
1703 3083 15 1.8378350711078343e-16
1703 3295 10 9.456933759848595e-10
1703 4543 152 0.0
1704 3083 48 4.892295449067495e-74
1705 2708 13 1.1295061582104784e-13
1705 3083 22 4.467592626069736e-27
1706 3083 26 1.2630404317408847e-33
1707 3083 23 1.102104415209943e-28
1708 3083 21 1.7261417027865884e-25
1709 3083 15 1.8378350711078343e-16
1710 3083 13 1.1295061582104784e-13
1711 3083 19 2.2124811233675724e-22
1711 4580 11 5.086229766307076e-11
1712 3083 15 1.8378350711078343e-16
1713 3083 18 7.304956297338264e-21
1714 3083 18 7.304956297338264e-21
1714 4303 10 9.456933759848595e-10
1715 3083 15 1.8378350711078343e-16
1716 3083 15 1.8378350711078343e-16
1717 3083 16 6.679588877218486e-18
1719 3083 16 6.679588877218486e-18
1720 2414 13 1.1295061582104784e-13
1720 3083 14 4.724210692382718e-15
1721 3083 21 1.7261417027865884e-25
1722 3083 14 4.724210692382718e-15
1723 3083 19 2.2124811233675724e-22
1724 3083 20 6.3436412040036335e-24
1726 3083 15 1.8378350711078343e-16
1727 3083 18 7.304956297338264e-21
1728 3083 16 6.679588877218486e-18
1729 3083 16 6.679588877218486e-18
1730 3083 12 2.499011608308997e-12
1731 3083 14 4.724210692382718e-15
1732 2373 17 2.276949513284109e-19
1732 3083 14 4.724210692382718e-15
1733 3083 15 1.8378350711078343e-16
1734 3083 14 4.724210692382718e-15
1735 3083 15 1.8378350711078343e-16
1736 3083 18 7.304956297338264e-21
1737 3083 14 4.724210692382718e-15
1738 3083 12 2.499011608308997e-12
1739 3083 11 5.086229766307076e-11
1740 3083 17 2.276949513284109e-19
1741 3083 24 2.5962124294894867e-30
1742 3083 15 1.8378350711078343e-16
1743 3083 12 2.499011608308997e-12
1744 3083 11 5.086229766307076e-11
1745 3083 13 1.1295061582104784e-13
1746 3083 11 5.086229766307076e-11
1748 3083 13 1.1295061582104784e-13
1749 2364 10 9.456933759848595e-10
1749 3083 11 5.086229766307076e-11
1750 2364 15 1.8378350711078343e-16
1750 3083 11 5.086229766307076e-11
1751 2364 10 9.456933759848595e-10
1751 3083 16 6.679588877218486e-18
1753 3083 10 9.456933759848595e-10
1754 3083 17 2.276949513284109e-19
1755 3083 19 2.2124811233675724e-22
1756 3083 10 9.456933759848595e-10
1757 3083 19 2.2124811233675724e-22
1758 3083 10 9.456933759848595e-10
1759 3083 15 1.8378350711078343e-16
1760 3083 14 4.724210692382718e-15
1763 3083 12 2.499011608308997e-12
1764 3083 15 1.8378350711078343e-16
1765 3083 11 5.086229766307076e-11
1766 3083 10 9.456933759848595e-10
1767 3083 13 1.1295061582104784e-13
1768 3083 14 4.724210692382718e-15
1770 3083 14 4.724210692382718e-15
1771 3083 10 9.456933759848595e-10
1771 3377 30 1.8387855596234744e-40
1772 3083 18 7.304956297338264e-21
1772 3377 19 2.2124811233675724e-22
1773 3083 14 4.724210692382718e-15
1776 3083 14 4.724210692382718e-15
1795 3083 12 2.499011608308997e-12
1797 4571 16 6.679588877218486e-18
1802 3083 12 2.499011608308997e-12
1805 4952 16 6.679588877218486e-18
1810 3662 19 2.2124811233675724e-22
1830 3170 24 2.5962124294894867e-30
1831 4835 12 2.499011608308997e-12
1832 4835 28 5.207457025525266e-37
1837 4891 32 5.61167291062183e-44
1850 4362 29 9.970824759824369e-39
1851 2641 10 9.456933759848595e-10
1868 2325 11 5.086229766307076e-11
1880 2207 23 1.102104415209943e-28
1881 4895 11 5.086229766307076e-11
1910 5040 10 9.456933759848595e-10
1915 4373 16 6.679588877218486e-18
1921 3290 11 5.086229766307076e-11
1947 2743 12 2.499011608308997e-12
1963 2378 10 9.456933759848595e-10
1963 2379 33 9.305043187070425e-46
1966 4820 11 5.086229766307076e-11
1978 3882 11 5.086229766307076e-11
1991 2990 16 6.679588877218486e-18
1995 2302 10 9.456933759848595e-10
2003 3083 52 5.168336751309216e-82
2003 4256 18 7.304956297338264e-21
2004 3083 59 2.3726482037059545e-96
2004 4256 14 4.724210692382718e-15
2005 3083 28 5.207457025525266e-37
2006 3083 26 1.2630404317408847e-33
2007 3083 28 5.207457025525266e-37
2008 3083 11 5.086229766307076e-11
2009 3083 24 2.5962124294894867e-30
2010 3083 28 5.207457025525266e-37
2011 2815 17 2.276949513284109e-19
2011 3083 23 1.102104415209943e-28
2011 5293 34 1.492017555413094e-47
2019 3083 15 1.8378350711078343e-16
2022 3083 19 2.2124811233675724e-22
2023 3083 15 1.8378350711078343e-16
2024 3083 19 2.2124811233675724e-22
2025 3083 12 2.499011608308997e-12
2027 3083 12 2.499011608308997e-12
2030 3083 10 9.456933759848595e-10
2031 3083 20 6.3436412040036335e-24
2032 3083 13 1.1295061582104784e-13
2032 3877 10 9.456933759848595e-10
2034 3083 11 5.086229766307076e-11
2036 3083 21 1.7261417027865884e-25
2037 3083 13 1.1295061582104784e-13
2046 3083 10 9.456933759848595e-10
2047 2393 10 9.456933759848595e-10
2047 3083 14 4.724210692382718e-15
2048 3083 10 9.456933759848595e-10
2049 3083 16 6.679588877218486e-18
2050 3083 18 7.304956297338264e-21
2052 3083 11 5.086229766307076e-11
2053 3083 17 2.276949513284109e-19
2054 3083 18 7.304956297338264e-21
2055 3083 10 9.456933759848595e-10
2055 4513 10 9.456933759848595e-10
2056 2628 13 1.1295061582104784e-13
2056 4512 10 9.456933759848595e-10
2056 4521 11 5.086229766307076e-11
2056 4847 11 5.086229766307076e-11
2057 3083 11 5.086229766307076e-11
2057 4521 12 2.499011608308997e-12
2058 3083 11 5.086229766307076e-11
2059 3083 19 2.2124811233675724e-22
2059 4848 13 1.1295061582104784e-13
2059 4849 10 9.456933759848595e-10
2060 3083 10 9.456933759848595e-10
2061 3481 11 5.086229766307076e-11
2067 3083 14 4.724210692382718e-15
2068 3083 19 2.2124811233675724e-22
2075 3083 10 9.456933759848595e-10
2091 3083 10 9.456933759848595e-10
2093 3083 11 5.086229766307076e-11
2096 3083 10 9.456933759848595e-10
2099 3083 10 9.456933759848595e-10
2100 4512 10 9.456933759848595e-10
2171 4217 13 1.1295061582104784e-13
2172 5292 14 4.724210692382718e-15
2178 2409 11 5.086229766307076e-11
2184 3954 15 1.8378350711078343e-16
2184 4074 17 2.276949513284109e-19
2189 4651 20 6.3436412040036335e-24
2190 2323 14 4.724210692382718e-15
2190 4651 11 5.086229766307076e-11
2201 2427 10 9.456933759848595e-10
2204 4403 17 2.276949513284109e-19
2215 2662 22 4.467592626069736e-27
2220 3563 20 6.3436412040036335e-24
2232 2917 13 1.1295061582104784e-13
2239 2922 21 1.7261417027865884e-25
2264 3681 14 4.724210692382718e-15
2265 3308 13 1.1295061582104784e-13
2268 4927 34 1.492017555413094e-47
2272 3440 13 1.1295061582104784e-13
2309 3083 45 3.633329040890014e-68
2310 3083 74 1.5682282761296328e-128
2310 4256 11 5.086229766307076e-11
2310 4543 116 2.360854968478955e-227
2311 2652 14 4.724210692382718e-15
2311 3083 35 2.3154151027681997e-49
2311 3863 10 9.456933759848595e-10
2312 3083 23 1.102104415209943e-28
2312 3572 11 5.086229766307076e-11
2313 3083 19 2.2124811233675724e-22
2314 3083 18 7.304956297338264e-21
2314 3844 12 2.499011608308997e-12
2315 3083 19 2.2124811233675724e-22
2316 3083 26 1.2630404317408847e-33
2317 3083 31 3.269661026104818e-42
2318 3083 15 1.8378350711078343e-16
2319 3083 22 4.467592626069736e-27
2320 3083 25 5.850259254768592e-32
2321 3083 24 2.5962124294894867e-30
2322 3083 27 2.616398858529923e-35
2323 3083 30 1.8387855596234744e-40
2324 3083 24 2.5962124294894867e-30
2325 3083 28 5.207457025525266e-37
2326 3083 27 2.616398858529923e-35
2326 4851 11 5.086229766307076e-11
2327 3083 18 7.304956297338264e-21
2328 3083 17 2.276949513284109e-19
2329 3083 14 4.724210692382718e-15
2330 3083 16 6.679588877218486e-18
2331 3083 16 6.679588877218486e-18
2332 3083 16 6.679588877218486e-18
2333 3083 14 4.724210692382718e-15
2335 3083 13 1.1295061582104784e-13
2336 3083 13 1.1295061582104784e-13
2337 3083 12 2.499011608308997e-12
2338 3083 11 5.086229766307076e-11
2339 3083 11 5.086229766307076e-11
2340 3083 19 2.2124811233675724e-22
2341 3083 23 1.102104415209943e-28
2342 3083 10 9.456933759848595e-10
2349 3083 19 2.2124811233675724e-22
2350 3083 17 2.276949513284109e-19
2351 3083 14 4.724210692382718e-15
2352 3083 11 5.086229766307076e-11
2353 3083 10 9.456933759848595e-10
2354 3083 16 6.679588877218486e-18
2355 3083 13 1.1295061582104784e-13
2356 3083 17 2.276949513284109e-19
2357 3083 20 6.3436412040036335e-24
2358 3083 14 4.724210692382718e-15
2359 3083 18 7.304956297338264e-21
2360 3083 14 4.724210692382718e-15
2361 2892 12 2.499011608308997e-12
2365 3083 11 5.086229766307076e-11
2367 3083 17 2.276949513284109e-19
2369 3083 15 1.8378350711078343e-16
2370 3083 12 2.499011608308997e-12
2371 3083 10 9.456933759848595e-10
2372 3083 10 9.456933759848595e-10
2372 4193 17 2.276949513284109e-19
2373 3083 15 1.8378350711078343e-16
2373 5257 22 4.467592626069736e-27
2374 3083 10 9.456933759848595e-10
2375 3083 10 9.456933759848595e-10
2379 3083 10 9.456933759848595e-10
2389 3083 11 5.086229766307076e-11
2392 3083 10 9.456933759848595e-10
