cond	cell_nm	passed_qc	group
Serum_G1/S	NST_457	1	late-S/G2
Serum_G1/S	NST_458	1	G1
Serum_G1/S	NST_331	1	G1
Serum_G1/S	NST_332	1	G1
Serum_G1/S	NST_333	1	early-S
Serum_G1/S	NST_334	0	NA
Serum_G1/S	NST_335	1	early-S
Serum_G1/S	NST_336	1	early-S
Serum_G1/S	NST_337	1	early-S
Serum_G1/S	NST_338	1	G1
Serum_G1/S	NST_341	0	NA
Serum_G1/S	NST_342	1	late-S/G2
Serum_G1/S	NST_343	1	early-S
Serum_G1/S	NST_344	1	late-S/G2
Serum_G1/S	NST_345	1	G1
Serum_G1/S	NST_346	0	NA
Serum_G1/S	NST_347	1	G1
Serum_G1/S	NST_348	1	late-S/G2
Serum_G1/S	NST_461	1	early-S
Serum_G1/S	NST_462	1	early-S
Serum_G1/S	NST_463	1	late-S/G2
Serum_G1/S	NST_464	1	late-S/G2
Serum_G1/S	NST_465	1	G1
Serum_G1/S	NST_466	1	late-S/G2
Serum_G1/S	NST_467	1	G1
Serum_G1/S	NST_468	0	NA
Serum_G1/S	NST_351	1	late-S/G2
Serum_G1/S	NST_352	1	late-S/G2
Serum_G1/S	NST_353	1	early-S
Serum_G1/S	NST_354	0	NA
Serum_G1/S	NST_355	1	early-S
Serum_G1/S	NST_356	0	NA
Serum_G1/S	NST_357	1	early-S
Serum_G1/S	NST_358	1	early-S
Serum_G1/S	NST_361	1	G1
Serum_G1/S	NST_362	1	early-S
Serum_G1/S	NST_363	1	late-S/G2
Serum_G1/S	NST_364	1	early-S
Serum_G1/S	NST_365	1	early-S
Serum_G1/S	NST_366	1	G1
Serum_G1/S	NST_367	1	early-S
Serum_G1/S	NST_368	0	NA
Serum_G1/S	NST_471	0	NA
Serum_G1/S	NST_472	0	NA
Serum_G1/S	NST_473	1	early-S
Serum_G1/S	NST_474	1	early-S
Serum_G1/S	NST_475	1	early-S
Serum_G1/S	NST_476	1	G1
Serum_G1/S	NST_477	1	G1
Serum_G1/S	NST_478	0	NA
Serum_G1/S	NST_481	0	NA
Serum_G1/S	NST_482	1	pre-M
Serum_G1/S	NST_483	1	early-S
Serum_G1/S	NST_484	0	NA
Serum_G1/S	NST_485	1	early-S
Serum_G1/S	NST_486	1	early-S
Serum_G1/S	NST_487	0	NA
Serum_G1/S	NST_488	1	early-S
Serum_G1/S	NST_371	0	NA
Serum_G1/S	NST_372	1	G1
Serum_G1/S	NST_373	0	NA
Serum_G1/S	NST_374	1	G1
Serum_G1/S	NST_375	1	early-S
Serum_G1/S	NST_376	1	G1
Serum_G1/S	NST_377	1	early-S
Serum_G1/S	NST_378	1	G1
Serum_G1/S	NST_381	0	NA
Serum_G1/S	NST_382	1	late-S/G2
Serum_G1/S	NST_383	0	NA
Serum_G1/S	NST_384	1	late-S/G2
Serum_G1/S	NST_385	1	late-S/G2
Serum_G1/S	NST_386	1	early-S
Serum_G1/S	NST_387	1	late-S/G2
Serum_G1/S	NST_388	1	late-S/G2
Serum_G1/S	NST_491	0	NA
Serum_G1/S	NST_492	1	early-S
Serum_G1/S	NST_493	1	pre-M
Serum_G1/S	NST_494	1	G1
Serum_G1/S	NST_495	1	late-S/G2
Serum_G1/S	NST_496	1	early-S
Serum_G1/S	NST_497	0	NA
Serum_G1/S	NST_498	0	NA
Serum_G1/S	NST_501	0	NA
Serum_G1/S	NST_502	0	NA
Serum_G1/S	NST_503	1	late-S/G2
Serum_G1/S	NST_504	1	early-S
Serum_G1/S	NST_505	1	early-S
Serum_G1/S	NST_506	1	G1
Serum_G1/S	NST_507	1	G1
Serum_G1/S	NST_508	0	NA
Serum_G1/S	NST_511	0	NA
Serum_G1/S	NST_512	1	late-S/G2
Serum_G1/S	NST_513	1	G1
Serum_G1/S	NST_514	1	pre-M
Serum_G1/S	NST_515	1	late-S/G2
Serum_G1/S	NST_516	1	early-S
Serum_G1/S	NST_517	1	G1
Serum_G1/S	NST_518	1	G1
Serum_G1/S	NST_631	1	late-S/G2
Serum_G1/S	NST_632	0	NA
Serum_G1/S	NST_633	1	early-S
Serum_G1/S	NST_634	1	G1
Serum_G1/S	NST_635	0	NA
Serum_G1/S	NST_636	1	late-S/G2
Serum_G1/S	NST_637	1	early-S
Serum_G1/S	NST_638	0	NA
Serum_G1/S	NST_641	1	late-S/G2
Serum_G1/S	NST_642	0	NA
Serum_G1/S	NST_643	1	late-S/G2
Serum_G1/S	NST_644	1	early-S
Serum_G1/S	NST_645	1	early-S
Serum_G1/S	NST_646	1	G1
Serum_G1/S	NST_647	1	early-S
Serum_G1/S	NST_648	0	NA
Serum_G1/S	NST_521	0	NA
Serum_G1/S	NST_522	1	post-M
Serum_G1/S	NST_523	1	early-S
Serum_G1/S	NST_524	1	early-S
Serum_G1/S	NST_525	1	early-S
Serum_G1/S	NST_526	1	early-S
Serum_G1/S	NST_527	1	early-S
Serum_G1/S	NST_528	0	NA
Serum_G1/S	NST_531	1	late-S/G2
Serum_G1/S	NST_532	1	early-S
Serum_G1/S	NST_533	1	early-S
Serum_G1/S	NST_534	1	early-S
Serum_G1/S	NST_535	1	late-S/G2
Serum_G1/S	NST_536	1	early-S
Serum_G1/S	NST_537	1	early-S
Serum_G1/S	NST_538	0	NA
Serum_G1/S	NST_651	1	late-S/G2
Serum_G1/S	NST_652	0	NA
Serum_G1/S	NST_653	1	early-S
Serum_G1/S	NST_654	1	G1
Serum_G1/S	NST_655	1	G1
Serum_G1/S	NST_656	1	early-S
Serum_G1/S	NST_657	1	early-S
Serum_G1/S	NST_658	0	NA
Serum_G1/S	NST_661	1	early-S
Serum_G1/S	NST_662	1	early-S
Serum_G1/S	NST_663	1	G1
Serum_G1/S	NST_664	1	early-S
Serum_G1/S	NST_665	1	late-S/G2
Serum_G1/S	NST_666	1	early-S
Serum_G1/S	NST_667	1	late-S/G2
Serum_G1/S	NST_668	1	early-S
Serum_G1/S	NST_541	1	early-S
Serum_G1/S	NST_542	1	G1
Serum_G1/S	NST_543	0	NA
Serum_G1/S	NST_544	1	early-S
Serum_G1/S	NST_545	1	late-S/G2
Serum_G1/S	NST_546	1	early-S
Serum_G1/S	NST_547	1	G1
Serum_G1/S	NST_548	0	NA
Serum_G1/S	NST_671	1	early-S
Serum_G1/S	NST_672	0	NA
Serum_G1/S	NST_673	0	NA
Serum_G1/S	NST_674	1	early-S
Serum_G1/S	NST_675	1	early-S
Serum_G1/S	NST_676	1	early-S
Serum_G1/S	NST_677	1	early-S
Serum_G1/S	NST_678	0	NA
Serum_G1/S	NST_681	1	G1
Serum_G1/S	NST_682	1	early-S
Serum_G1/S	NST_683	1	early-S
Serum_G1/S	NST_684	1	G1
Serum_G1/S	NST_685	0	NA
Serum_G1/S	NST_686	1	early-S
Serum_G1/S	NST_687	0	NA
Serum_G1/S	NST_688	1	late-S/G2
Serum_G1/S	NST_551	1	early-S
Serum_G1/S	NST_552	1	early-S
Serum_G1/S	NST_553	1	early-S
Serum_G1/S	NST_554	1	early-S
Serum_G1/S	NST_555	0	NA
Serum_G1/S	NST_556	0	NA
Serum_G1/S	NST_557	1	early-S
Serum_G1/S	NST_558	0	NA
Serum_G1/S	NST_561	1	G1
Serum_G1/S	NST_562	1	early-S
Serum_G1/S	NST_563	0	NA
Serum_G1/S	NST_564	0	NA
Serum_G1/S	NST_565	1	early-S
Serum_G1/S	NST_566	1	early-S
Serum_G1/S	NST_567	1	late-S/G2
Serum_G1/S	NST_568	1	G1
Serum_G1/S	NST_691	1	early-S
Serum_G1/S	NST_692	0	NA
Serum_G1/S	NST_693	1	early-S
Serum_G1/S	NST_694	1	early-S
Serum_G1/S	NST_695	0	NA
Serum_G1/S	NST_696	1	G1
Serum_G1/S	NST_697	1	G1
Serum_G1/S	NST_698	1	early-S
Serum_G1/S	NST_571	1	late-S/G2
Serum_G1/S	NST_572	1	early-S
Serum_G1/S	NST_573	1	G1
Serum_G1/S	NST_574	0	NA
Serum_G1/S	NST_575	1	early-S
Serum_G1/S	NST_576	1	early-S
Serum_G1/S	NST_577	1	G1
Serum_G1/S	NST_578	1	early-S
Serum_G1/S	NST_581	1	G1
Serum_G1/S	NST_582	1	G1
Serum_G1/S	NST_583	0	NA
Serum_G1/S	NST_584	1	early-S
Serum_G1/S	NST_585	1	late-S/G2
Serum_G1/S	NST_586	1	G1
Serum_G1/S	NST_587	1	G1
Serum_G1/S	NST_588	1	early-S
Serum_G1/S	NST_701	1	G1
Serum_G1/S	NST_702	1	late-S/G2
Serum_G1/S	NST_703	1	G1
Serum_G1/S	NST_704	0	NA
Serum_G1/S	NST_705	0	NA
Serum_G1/S	NST_706	0	NA
Serum_G1/S	NST_707	1	early-S
Serum_G1/S	NST_708	0	NA
Serum_G1/S	NST_591	1	G1
Serum_G1/S	NST_592	1	late-S/G2
Serum_G1/S	NST_593	1	early-S
Serum_G1/S	NST_594	1	G1
Serum_G1/S	NST_595	1	pre-M
Serum_G1/S	NST_596	1	early-S
Serum_G1/S	NST_597	1	early-S
Serum_G1/S	NST_598	1	early-S
Serum_G1/S	NST_601	1	early-S
Serum_G1/S	NST_602	0	NA
Serum_G1/S	NST_603	1	early-S
Serum_G1/S	NST_604	1	early-S
Serum_G1/S	NST_605	1	early-S
Serum_G1/S	NST_606	1	G1
Serum_G1/S	NST_607	0	NA
Serum_G1/S	NST_608	0	NA
Serum_G1/S	NST_711	1	G1
Serum_G1/S	NST_712	1	early-S
Serum_G1/S	NST_713	1	G1
Serum_G1/S	NST_714	1	early-S
Serum_G1/S	NST_715	1	late-S/G2
Serum_G1/S	NST_716	1	G1
Serum_G1/S	NST_717	0	NA
Serum_G1/S	NST_718	0	NA
Serum_G1/S	NST_721	1	early-S
Serum_G1/S	NST_722	1	G1
Serum_G1/S	NST_723	1	G1
Serum_G1/S	NST_724	0	NA
Serum_G1/S	NST_725	1	early-S
Serum_G1/S	NST_726	1	late-S/G2
Serum_G1/S	NST_727	1	early-S
Serum_G1/S	NST_728	1	late-S/G2
Serum_G1/S	NST_611	0	NA
Serum_G1/S	NST_612	1	G1
Serum_G1/S	NST_613	0	NA
Serum_G1/S	NST_614	1	late-S/G2
Serum_G1/S	NST_615	1	G1
Serum_G1/S	NST_616	1	early-S
Serum_G1/S	NST_617	1	G1
Serum_G1/S	NST_618	0	NA
Serum_G1/S	NST_621	0	NA
Serum_G1/S	NST_622	1	early-S
Serum_G1/S	NST_623	1	early-S
Serum_G1/S	NST_624	1	early-S
Serum_G1/S	NST_625	1	early-S
Serum_G1/S	NST_626	1	G1
Serum_G1/S	NST_627	1	G1
Serum_G1/S	NST_628	1	early-S
Serum_G1/S	NST_731	1	G1
Serum_G1/S	NST_732	1	G1
Serum_G1/S	NST_733	1	early-S
Serum_G1/S	NST_734	0	NA
Serum_G1/S	NST_735	0	NA
Serum_G1/S	NST_736	1	early-S
Serum_G1/S	NST_737	1	G1
Serum_G1/S	NST_738	0	NA
Serum_G1/S	NST_741	0	NA
Serum_G1/S	NST_742	1	early-S
Serum_G1/S	NST_743	0	NA
Serum_G1/S	NST_744	1	G1
Serum_G1/S	NST_745	1	early-S
Serum_G1/S	NST_746	1	early-S
Serum_G1/S	NST_747	1	G1
Serum_G1/S	NST_748	0	NA
Serum_G1/S	NST_751	0	NA
Serum_G1/S	NST_752	0	NA
Serum_G1/S	NST_753	1	early-S
Serum_G1/S	NST_754	1	late-S/G2
Serum_G1/S	NST_755	1	late-S/G2
Serum_G1/S	NST_756	1	early-S
Serum_G1/S	NST_757	1	late-S/G2
Serum_G1/S	NST_758	0	NA
Serum_G1/S	NST_871	1	G1
Serum_G1/S	NST_872	0	NA
Serum_G1/S	NST_873	1	early-S
Serum_G1/S	NST_874	0	NA
Serum_G1/S	NST_875	1	early-S
Serum_G1/S	NST_876	0	NA
Serum_G1/S	NST_877	0	NA
Serum_G1/S	NST_878	0	NA
Serum_G1/S	NST_881	1	early-S
Serum_G1/S	NST_882	1	early-S
Serum_G1/S	NST_883	0	NA
Serum_G1/S	NST_884	1	late-S/G2
Serum_G1/S	NST_885	0	NA
Serum_G1/S	NST_886	1	early-S
Serum_G1/S	NST_887	0	NA
Serum_G1/S	NST_888	0	NA
Serum_G1/S	NST_761	0	NA
Serum_G1/S	NST_762	1	early-S
Serum_G1/S	NST_763	1	G1
Serum_G1/S	NST_764	0	NA
Serum_G1/S	NST_765	1	early-S
Serum_G1/S	NST_766	0	NA
Serum_G1/S	NST_767	1	late-S/G2
Serum_G1/S	NST_768	0	NA
Serum_G1/S	NST_771	0	NA
Serum_G1/S	NST_772	1	G1
Serum_G1/S	NST_773	1	early-S
Serum_G1/S	NST_774	0	NA
Serum_G1/S	NST_775	1	early-S
Serum_G1/S	NST_776	1	early-S
Serum_G1/S	NST_777	1	early-S
Serum_G1/S	NST_778	0	NA
Serum_G1/S	NST_891	1	G1
Serum_G1/S	NST_892	1	early-S
Serum_G1/S	NST_893	1	early-S
Serum_G1/S	NST_894	0	NA
Serum_G1/S	NST_895	1	late-S/G2
Serum_G1/S	NST_896	1	late-S/G2
Serum_G1/S	NST_897	1	early-S
Serum_G1/S	NST_898	0	NA
Serum_G1/S	NST_901	1	early-S
Serum_G1/S	NST_902	0	NA
Serum_G1/S	NST_903	1	early-S
Serum_G1/S	NST_904	1	G1
Serum_G1/S	NST_905	1	early-S
Serum_G1/S	NST_906	0	NA
Serum_G1/S	NST_907	1	G1
Serum_G1/S	NST_908	0	NA
Serum_G1/S	NST_781	0	NA
Serum_G1/S	NST_782	1	G1
Serum_G1/S	NST_783	1	late-S/G2
Serum_G1/S	NST_784	1	late-S/G2
Serum_G1/S	NST_785	1	early-S
Serum_G1/S	NST_786	1	early-S
Serum_G1/S	NST_787	0	NA
Serum_G1/S	NST_788	0	NA
Serum_G1/S	NST_911	1	early-S
Serum_G1/S	NST_912	1	late-S/G2
Serum_G1/S	NST_913	1	late-S/G2
Serum_G1/S	NST_914	1	early-S
Serum_G1/S	NST_915	1	late-S/G2
Serum_G1/S	NST_916	1	early-S
Serum_G1/S	NST_917	1	early-S
Serum_G1/S	NST_918	1	G1
Serum_G1/S	NST_921	1	early-S
Serum_G1/S	NST_922	1	G1
Serum_G1/S	NST_923	1	G1
Serum_G1/S	NST_924	0	NA
Serum_G1/S	NST_925	1	G1
Serum_G1/S	NST_926	1	early-S
Serum_G1/S	NST_927	0	NA
Serum_G1/S	NST_928	1	late-S/G2
Serum_G1/S	NST_791	1	G1
Serum_G1/S	NST_792	1	early-S
Serum_G1/S	NST_793	1	early-S
Serum_G1/S	NST_794	1	early-S
Serum_G1/S	NST_795	1	early-S
Serum_G1/S	NST_796	1	late-S/G2
Serum_G1/S	NST_797	1	early-S
Serum_G1/S	NST_798	1	late-S/G2
Serum_G1/S	NST_801	0	NA
Serum_G1/S	NST_802	1	early-S
Serum_G1/S	NST_803	1	late-S/G2
Serum_G1/S	NST_804	1	G1
Serum_G1/S	NST_805	1	G1
Serum_G1/S	NST_806	0	NA
Serum_G1/S	NST_807	1	early-S
Serum_G1/S	NST_808	0	NA
Serum_G1/S	NST_931	1	early-S
Serum_G1/S	NST_932	1	early-S
Serum_G1/S	NST_933	1	G1
Serum_G1/S	NST_934	1	G1
Serum_G1/S	NST_935	1	early-S
Serum_G1/S	NST_936	1	late-S/G2
Serum_G1/S	NST_937	1	early-S
Serum_G1/S	NST_938	1	G1
Serum_G1/S	NST_811	0	NA
Serum_G1/S	NST_812	0	NA
Serum_G1/S	NST_813	1	early-S
Serum_G1/S	NST_814	1	early-S
Serum_G1/S	NST_815	0	NA
Serum_G1/S	NST_816	1	early-S
Serum_G1/S	NST_817	1	late-S/G2
Serum_G1/S	NST_818	0	NA
Serum_G1/S	NST_821	0	NA
Serum_G1/S	NST_822	1	early-S
Serum_G1/S	NST_823	0	NA
Serum_G1/S	NST_824	1	G1
Serum_G1/S	NST_825	0	NA
Serum_G1/S	NST_826	1	early-S
Serum_G1/S	NST_827	1	early-S
Serum_G1/S	NST_828	1	G1
Serum_G1/S	NST_941	1	pre-M
Serum_G1/S	NST_942	1	post-M
Serum_G1/S	NST_943	1	G1
Serum_G1/S	NST_944	1	late-S/G2
Serum_G1/S	NST_945	1	early-S
Serum_G1/S	NST_946	1	early-S
Serum_G1/S	NST_947	1	early-S
Serum_G1/S	NST_948	0	NA
Serum_G1/S	NST_831	0	NA
Serum_G1/S	NST_832	0	NA
Serum_G1/S	NST_833	1	early-S
Serum_G1/S	NST_834	1	G1
Serum_G1/S	NST_835	1	early-S
Serum_G1/S	NST_836	1	early-S
Serum_G1/S	NST_837	1	late-S/G2
Serum_G1/S	NST_838	0	NA
Serum_G1/S	NST_841	0	NA
Serum_G1/S	NST_842	0	NA
Serum_G1/S	NST_843	1	G1
Serum_G1/S	NST_844	1	late-S/G2
Serum_G1/S	NST_845	1	early-S
Serum_G1/S	NST_846	0	NA
Serum_G1/S	NST_847	1	early-S
Serum_G1/S	NST_848	1	early-S
Serum_G1/S	NST_951	1	G1
Serum_G1/S	NST_952	0	NA
Serum_G1/S	NST_953	0	NA
Serum_G1/S	NST_954	1	early-S
Serum_G1/S	NST_955	1	early-S
Serum_G1/S	NST_956	1	late-S/G2
Serum_G1/S	NST_957	1	early-S
Serum_G1/S	NST_958	1	G1
Serum_G1/S	NST_961	1	early-S
Serum_G1/S	NST_962	0	NA
Serum_G1/S	NST_963	0	NA
Serum_G1/S	NST_964	1	G1
Serum_G1/S	NST_965	1	G1
Serum_G1/S	NST_966	1	late-S/G2
Serum_G1/S	NST_967	1	early-S
Serum_G1/S	NST_968	0	NA
Serum_G1/S	NST_851	0	NA
Serum_G1/S	NST_852	1	late-S/G2
Serum_G1/S	NST_853	0	NA
Serum_G1/S	NST_854	1	early-S
Serum_G1/S	NST_855	1	late-S/G2
Serum_G1/S	NST_856	1	early-S
Serum_G1/S	NST_857	1	G1
Serum_G1/S	NST_858	0	NA
Serum_G1/S	NST_861	0	NA
Serum_G1/S	NST_862	1	early-S
Serum_G1/S	NST_863	1	early-S
Serum_G1/S	NST_864	0	NA
Serum_G1/S	NST_865	1	early-S
Serum_G1/S	NST_866	1	late-S/G2
Serum_G1/S	NST_867	1	early-S
Serum_G1/S	NST_868	1	early-S
Serum_G1/S	NST_971	0	NA
Serum_G1/S	NST_972	1	early-S
Serum_G1/S	NST_973	1	early-S
Serum_G1/S	NST_974	1	early-S
Serum_G1/S	NST_975	0	NA
Serum_G1/S	NST_976	0	NA
Serum_G1/S	NST_977	1	late-S/G2
Serum_G1/S	NST_978	0	NA
Serum_G1/S	NST_981	0	NA
Serum_G1/S	NST_982	1	early-S
Serum_G1/S	NST_983	1	early-S
Serum_G1/S	NST_984	1	early-S
Serum_G1/S	NST_985	1	early-S
Serum_G1/S	NST_986	1	late-S/G2
Serum_G1/S	NST_987	0	NA
Serum_G1/S	NST_988	1	G1
