bin1 bin2 count
2189 2323 19 9.112285032649403e-18
2189 4649 26 3.188905832629607e-27
2190 4649 15 7.247169998738484e-13
2196 3262 12 1.70073082152859e-09
2201 2426 12 1.70073082152859e-09
2204 4402 29 1.475018755126236e-31
2215 2662 24 2.0196230733104994e-24
2218 3361 14 1.0369300709661378e-11
2220 3561 20 4.699929251219321e-19
2232 2917 12 1.70073082152859e-09
2239 2922 35 1.1849651032016336e-40
2255 2969 12 1.70073082152859e-09
2268 4925 29 1.475018755126236e-31
2271 4297 12 1.70073082152859e-09
2272 3439 17 2.900233180844394e-15
2309 3083 93 6.477470749352832e-148
2310 3083 91 8.926500372500831e-144
2310 4255 14 1.0369300709661378e-11
2310 4541 126 9.090613342078031e-220
2311 2652 16 4.733305106767513e-14
2311 3083 58 1.2728487013717303e-79
2312 3083 47 2.8736292551440384e-60
2312 3571 12 1.70073082152859e-09
2313 3083 33 1.459791266399764e-37
2314 3083 40 1.2957898632920952e-48
2314 3843 22 1.0719681946871952e-21
2315 3083 33 1.459791266399764e-37
2316 3083 30 4.906687301770696e-33
2317 3083 33 1.459791266399764e-37
2318 3083 29 1.475018755126236e-31
2318 3124 12 1.70073082152859e-09
2319 3083 29 1.475018755126236e-31
2320 3083 61 4.256359603388217e-85
2321 3083 46 1.4355387442934309e-58
2322 3083 37 8.47624716322859e-44
2323 3083 44 3.321379847787039e-55
2324 3083 31 1.5742512382460883e-34
2325 3083 26 3.188905832629607e-27
2326 3083 29 1.475018755126236e-31
2327 3083 24 2.0196230733104994e-24
2328 3083 23 4.760836778075919e-23
2329 3083 21 2.3011720839783498e-20
2330 3083 25 8.197716641121687e-26
2331 3083 24 2.0196230733104994e-24
2332 3083 15 7.247169998738484e-13
2333 3083 18 1.6729175447252525e-16
2334 3083 19 9.112285032649403e-18
2335 3083 21 2.3011720839783498e-20
2336 3083 12 1.70073082152859e-09
2337 3083 14 1.0369300709661378e-11
2338 3083 20 4.699929251219321e-19
2339 3083 19 9.112285032649403e-18
2340 3083 19 9.112285032649403e-18
2349 3083 16 4.733305106767513e-14
2350 3083 20 4.699929251219321e-19
2351 3083 16 4.733305106767513e-14
2352 3083 13 1.3803128234085672e-10
2353 3083 21 2.3011720839783498e-20
2354 3083 13 1.3803128234085672e-10
2356 3083 16 4.733305106767513e-14
2357 3083 22 1.0719681946871952e-21
2358 3083 14 1.0369300709661378e-11
2359 3083 17 2.900233180844394e-15
2361 2892 13 1.3803128234085672e-10
2363 3083 16 4.733305106767513e-14
2372 3083 12 1.70073082152859e-09
2373 3083 16 4.733305106767513e-14
2373 5254 24 2.0196230733104994e-24
2375 3083 14 1.0369300709661378e-11
2377 3083 15 7.247169998738484e-13
2380 3083 14 1.0369300709661378e-11
2383 3083 14 1.0369300709661378e-11
2385 4391 12 1.70073082152859e-09
2386 3083 13 1.3803128234085672e-10
2387 3083 12 1.70073082152859e-09
2401 3572 14 1.0369300709661378e-11
2407 3839 20 4.699929251219321e-19
2409 4674 13 1.3803128234085672e-10
2434 4501 20 4.699929251219321e-19
2435 4142 13 1.3803128234085672e-10
2437 4972 12 1.70073082152859e-09
2441 2845 18 1.6729175447252525e-16
2458 3908 19 9.112285032649403e-18
2478 2677 31 1.5742512382460883e-34
2481 5241 12 1.70073082152859e-09
2488 4714 16 4.733305106767513e-14
2494 3215 12 1.70073082152859e-09
2495 3215 16 4.733305106767513e-14
2505 4790 14 1.0369300709661378e-11
2510 3426 13 1.3803128234085672e-10
2511 3426 38 2.166075064274391e-45
2520 2929 15 7.247169998738484e-13
2520 2930 39 5.374734651616459e-47
2520 2931 155 0.0
2520 2932 14 1.0369300709661378e-11
2555 3331 26 3.188905832629607e-27
2563 3718 14 1.0369300709661378e-11
2563 4651 14 1.0369300709661378e-11
2564 4651 12 1.70073082152859e-09
2565 4651 28 4.2719251206625985e-30
2566 4651 36 3.218486513031829e-42
2566 4956 12 1.70073082152859e-09
2573 3083 35 1.1849651032016336e-40
2574 3083 44 3.321379847787039e-55
2575 3083 34 4.2270278477901376e-39
2576 3083 18 1.6729175447252525e-16
2577 3083 25 8.197716641121687e-26
2578 3083 23 4.760836778075919e-23
2578 3497 14 1.0369300709661378e-11
2578 3499 12 1.70073082152859e-09
2579 3083 19 9.112285032649403e-18
2580 3083 21 2.3011720839783498e-20
2581 3083 23 4.760836778075919e-23
2582 3083 25 8.197716641121687e-26
2583 3083 23 4.760836778075919e-23
2584 3083 14 1.0369300709661378e-11
2585 3083 15 7.247169998738484e-13
2586 3083 23 4.760836778075919e-23
2587 3083 24 2.0196230733104994e-24
2588 3083 22 1.0719681946871952e-21
2590 3083 12 1.70073082152859e-09
2591 3083 25 8.197716641121687e-26
2592 3083 20 4.699929251219321e-19
2593 3083 21 2.3011720839783498e-20
2594 3083 24 2.0196230733104994e-24
2595 3083 32 4.8764269847877145e-36
2596 3083 25 8.197716641121687e-26
2597 3083 29 1.475018755126236e-31
2598 3083 20 4.699929251219321e-19
2599 3083 19 9.112285032649403e-18
2600 3083 13 1.3803128234085672e-10
2601 3083 15 7.247169998738484e-13
2602 3083 15 7.247169998738484e-13
2603 3083 13 1.3803128234085672e-10
2604 3083 13 1.3803128234085672e-10
2605 3083 13 1.3803128234085672e-10
2605 5120 12 1.70073082152859e-09
2606 3083 15 7.247169998738484e-13
2607 3083 18 1.6729175447252525e-16
2608 3083 20 4.699929251219321e-19
2609 3083 24 2.0196230733104994e-24
2610 3083 20 4.699929251219321e-19
2611 3083 15 7.247169998738484e-13
2613 3083 12 1.70073082152859e-09
2616 3083 15 7.247169998738484e-13
2627 3083 14 1.0369300709661378e-11
2628 3083 13 1.3803128234085672e-10
2629 3083 14 1.0369300709661378e-11
2630 3083 18 1.6729175447252525e-16
2631 3083 14 1.0369300709661378e-11
2632 3083 13 1.3803128234085672e-10
2637 3083 16 4.733305106767513e-14
2641 3083 15 7.247169998738484e-13
2647 3083 14 1.0369300709661378e-11
2647 4157 14 1.0369300709661378e-11
2648 3083 12 1.70073082152859e-09
2668 4221 15 7.247169998738484e-13
2674 4321 12 1.70073082152859e-09
2696 5222 20 4.699929251219321e-19
2702 4631 24 2.0196230733104994e-24
2713 5151 14 1.0369300709661378e-11
2724 3120 14 1.0369300709661378e-11
2732 3642 36 3.218486513031829e-42
2743 4390 12 1.70073082152859e-09
2780 4356 17 2.900233180844394e-15
2803 4363 20 4.699929251219321e-19
2803 4364 45 6.99376097623111e-57
2808 3729 14 1.0369300709661378e-11
2814 5290 14 1.0369300709661378e-11
2822 3083 13 1.3803128234085672e-10
2822 3422 13 1.3803128234085672e-10
2823 3083 13 1.3803128234085672e-10
2825 3083 22 1.0719681946871952e-21
2826 3083 29 1.475018755126236e-31
2827 3083 26 3.188905832629607e-27
2828 3083 33 1.459791266399764e-37
2829 3083 30 4.906687301770696e-33
2830 3083 26 3.188905832629607e-27
2831 3083 17 2.900233180844394e-15
2832 3083 15 7.247169998738484e-13
2833 3083 19 9.112285032649403e-18
2834 3083 16 4.733305106767513e-14
2835 3083 16 4.733305106767513e-14
2837 3083 15 7.247169998738484e-13
2839 3083 12 1.70073082152859e-09
2840 3083 20 4.699929251219321e-19
2841 3083 22 1.0719681946871952e-21
2842 3083 21 2.3011720839783498e-20
2842 3513 12 1.70073082152859e-09
