bin1 bin2 count p_value
181 767 9 3.6590351859544512e-09
394 4689 11 6.114220241215662e-12
407 773 9 3.6590351859544512e-09
486 1567 10 1.5939349840010664e-10
760 778 21 1.1102230246251565e-16
760 4214 9 3.6590351859544512e-09
767 1087 10 1.5939349840010664e-10
767 4476 12 2.0794477251229182e-13
768 2578 9 3.6590351859544512e-09
768 4668 13 6.328271240363392e-15
773 4307 13 6.328271240363392e-15
778 1151 11 6.114220241215662e-12
1087 4476 19 1.1102230246251565e-16
1087 4668 9 3.6590351859544512e-09
1088 1550 13 6.328271240363392e-15
1138 5117 10 1.5939349840010664e-10
1375 1817 26 1.1102230246251565e-16
1375 1836 10 1.5939349840010664e-10
1460 3087 39 1.1102230246251565e-16
1460 4476 11 6.114220241215662e-12
1554 4279 18 1.1102230246251565e-16
1707 4550 15 1.1102230246251565e-16
2143 4476 11 6.114220241215662e-12
2314 4550 22 1.1102230246251565e-16
2569 4661 9 3.6590351859544512e-09
2864 3577 12 2.0794477251229182e-13
2982 3087 24 1.1102230246251565e-16
3080 4968 13 6.328271240363392e-15
3087 4476 30 1.1102230246251565e-16
3087 4668 14 2.220446049250313e-16
3087 5188 25 1.1102230246251565e-16
3293 4550 12 2.0794477251229182e-13
3577 4668 9 3.6590351859544512e-09
4214 4668 16 1.1102230246251565e-16
4279 4668 11 6.114220241215662e-12
4476 4668 9 3.6590351859544512e-09
4661 4968 9 3.6590351859544512e-09
4668 4852 12 2.0794477251229182e-13
