bin1 bin2 count
3082 3605 13 1.1809660127695147e-13
3082 3606 12 2.6077579123087114e-12
3082 3607 11 5.295629004843462e-11
3082 3609 14 4.947653881605816e-15
3082 3610 19 2.3259209303803443e-22
3082 3611 14 4.947653881605816e-15
3082 3612 14 4.947653881605816e-15
3082 3620 11 5.295629004843462e-11
3082 3639 10 9.821273097995262e-10
3082 3648 10 9.821273097995262e-10
3082 3679 30 1.8961388199174944e-40
3082 3821 11 5.295629004843462e-11
3082 3822 20 6.667824248885523e-24
3082 3823 14 4.947653881605816e-15
3082 3824 22 4.689997939580068e-27
3082 3825 16 7.01250123312698e-18
3082 3826 12 2.6077579123087114e-12
3082 3827 14 4.947653881605816e-15
3082 3828 17 2.3922504324956074e-19
3082 3829 15 1.927384551639843e-16
3082 3830 11 5.295629004843462e-11
3082 3831 19 2.3259209303803443e-22
3082 3832 14 4.947653881605816e-15
3082 3833 13 1.1809660127695147e-13
3082 3834 13 1.1809660127695147e-13
3082 3835 27 2.7228052120896986e-35
3082 3836 10 9.821273097995262e-10
3082 3837 16 7.01250123312698e-18
3082 3838 21 1.8134971734419627e-25
3082 3839 19 2.3259209303803443e-22
3082 3840 20 6.667824248885523e-24
3082 3841 19 2.3259209303803443e-22
3082 3842 29 1.0316656657388662e-38
3082 3843 25 6.115365475003797e-32
3082 3844 21 1.8134971734419627e-25
3082 3846 14 4.947653881605816e-15
3082 3847 12 2.6077579123087114e-12
3082 3848 15 1.927384551639843e-16
3082 3849 13 1.1809660127695147e-13
3082 3850 11 5.295629004843462e-11
3082 3859 11 5.295629004843462e-11
3082 3860 15 1.927384551639843e-16
3082 3864 14 4.947653881605816e-15
3082 3866 11 5.295629004843462e-11
3082 3873 10 9.821273097995262e-10
3082 4061 34 1.5127540804208696e-47
3082 4062 20 6.667824248885523e-24
3082 4063 20 6.667824248885523e-24
3082 4064 21 1.8134971734419627e-25
3082 4065 16 7.01250123312698e-18
3082 4066 16 7.01250123312698e-18
3082 4067 24 2.71859037376491e-30
3082 4068 26 1.3175525175261321e-33
3082 4069 20 6.667824248885523e-24
3082 4070 18 7.678361779346212e-21
3082 4071 27 2.7228052120896986e-35
3082 4072 24 2.71859037376491e-30
3082 4073 25 6.115365475003797e-32
3082 4074 18 7.678361779346212e-21
3082 4075 27 2.7228052120896986e-35
3082 4076 17 2.3922504324956074e-19
3082 4077 15 1.927384551639843e-16
3082 4078 24 2.71859037376491e-30
3082 4079 20 6.667824248885523e-24
3082 4080 21 1.8134971734419627e-25
3082 4081 19 2.3259209303803443e-22
3082 4082 12 2.6077579123087114e-12
3082 4083 16 7.01250123312698e-18
3082 4084 19 2.3259209303803443e-22
3082 4085 16 7.01250123312698e-18
3082 4086 16 7.01250123312698e-18
3082 4087 24 2.71859037376491e-30
3082 4088 17 2.3922504324956074e-19
3082 4089 11 5.295629004843462e-11
3082 4090 20 6.667824248885523e-24
3082 4091 16 7.01250123312698e-18
3082 4092 21 1.8134971734419627e-25
3082 4093 16 7.01250123312698e-18
3082 4094 16 7.01250123312698e-18
3082 4095 14 4.947653881605816e-15
3082 4096 15 1.927384551639843e-16
3082 4097 12 2.6077579123087114e-12
3082 4098 15 1.927384551639843e-16
3082 4099 17 2.3922504324956074e-19
3082 4100 14 4.947653881605816e-15
3082 4101 11 5.295629004843462e-11
3082 4102 17 2.3922504324956074e-19
3082 4103 11 5.295629004843462e-11
3082 4104 10 9.821273097995262e-10
3082 4108 11 5.295629004843462e-11
3082 4109 10 9.821273097995262e-10
3082 4110 11 5.295629004843462e-11
3082 4111 13 1.1809660127695147e-13
3082 4115 12 2.6077579123087114e-12
3082 4116 14 4.947653881605816e-15
3082 4119 11 5.295629004843462e-11
3082 4120 11 5.295629004843462e-11
3082 4123 11 5.295629004843462e-11
3082 4126 11 5.295629004843462e-11
3082 4127 13 1.1809660127695147e-13
3082 4128 15 1.927384551639843e-16
3082 4129 10 9.821273097995262e-10
3082 4131 12 2.6077579123087114e-12
3082 4132 11 5.295629004843462e-11
3082 4137 12 2.6077579123087114e-12
3082 4254 254 0.0
3082 4268 20 6.667824248885523e-24
3082 4269 22 4.689997939580068e-27
3082 4270 24 2.71859037376491e-30
3082 4271 24 2.71859037376491e-30
3082 4272 24 2.71859037376491e-30
3082 4273 13 1.1809660127695147e-13
3082 4274 19 2.3259209303803443e-22
3082 4275 18 7.678361779346212e-21
3082 4276 14 4.947653881605816e-15
3082 4277 14 4.947653881605816e-15
3082 4278 20 6.667824248885523e-24
3082 4279 15 1.927384551639843e-16
3082 4280 13 1.1809660127695147e-13
3082 4281 12 2.6077579123087114e-12
3082 4282 16 7.01250123312698e-18
3082 4284 12 2.6077579123087114e-12
3082 4286 19 2.3259209303803443e-22
3082 4287 15 1.927384551639843e-16
3082 4288 11 5.295629004843462e-11
3082 4289 13 1.1809660127695147e-13
3082 4290 16 7.01250123312698e-18
3082 4291 15 1.927384551639843e-16
3082 4293 14 4.947653881605816e-15
3082 4294 16 7.01250123312698e-18
3082 4295 10 9.821273097995262e-10
3082 4296 16 7.01250123312698e-18
3082 4297 10 9.821273097995262e-10
3082 4298 10 9.821273097995262e-10
3082 4300 10 9.821273097995262e-10
3082 4301 11 5.295629004843462e-11
3082 4303 10 9.821273097995262e-10
3082 4304 11 5.295629004843462e-11
3082 4305 11 5.295629004843462e-11
3082 4323 10 9.821273097995262e-10
3082 4326 10 9.821273097995262e-10
3082 4334 10 9.821273097995262e-10
3082 4465 51 4.67486565348571e-80
3082 4466 32 5.741894182249742e-44
3082 4467 33 9.479198356836615e-46
3082 4468 27 2.7228052120896986e-35
3082 4469 19 2.3259209303803443e-22
3082 4470 11 5.295629004843462e-11
3082 4471 17 2.3922504324956074e-19
3082 4474 10 9.821273097995262e-10
3082 4476 14 4.947653881605816e-15
3082 4477 23 1.1556949285810923e-28
3082 4478 17 2.3922504324956074e-19
3082 4479 24 2.71859037376491e-30
3082 4480 15 1.927384551639843e-16
3082 4481 18 7.678361779346212e-21
3082 4482 14 4.947653881605816e-15
3082 4483 20 6.667824248885523e-24
3082 4484 13 1.1809660127695147e-13
3082 4486 10 9.821273097995262e-10
3082 4487 13 1.1809660127695147e-13
3082 4488 16 7.01250123312698e-18
3082 4489 17 2.3922504324956074e-19
3082 4490 13 1.1809660127695147e-13
3082 4491 13 1.1809660127695147e-13
3082 4492 12 2.6077579123087114e-12
3082 4493 10 9.821273097995262e-10
3082 4494 16 7.01250123312698e-18
3082 4495 17 2.3922504324956074e-19
3082 4497 15 1.927384551639843e-16
3082 4498 10 9.821273097995262e-10
3082 4499 14 4.947653881605816e-15
3082 4502 13 1.1809660127695147e-13
3082 4506 11 5.295629004843462e-11
3082 4507 14 4.947653881605816e-15
3082 4513 11 5.295629004843462e-11
3082 4519 11 5.295629004843462e-11
3082 4521 10 9.821273097995262e-10
3082 4523 12 2.6077579123087114e-12
3082 4656 46 3.8331117687470125e-70
3082 4659 11 5.295629004843462e-11
3082 4839 14 4.947653881605816e-15
3082 4841 11 5.295629004843462e-11
3082 4844 13 1.1809660127695147e-13
3082 4858 13 1.1809660127695147e-13
3082 4859 12 2.6077579123087114e-12
3082 4870 10 9.821273097995262e-10
3082 4871 10 9.821273097995262e-10
3082 4966 12 2.6077579123087114e-12
3082 4967 10 9.821273097995262e-10
3082 4968 11 5.295629004843462e-11
3082 4972 11 5.295629004843462e-11
3082 4973 11 5.295629004843462e-11
3082 4974 13 1.1809660127695147e-13
3082 4976 14 4.947653881605816e-15
3082 4977 10 9.821273097995262e-10
3082 4978 15 1.927384551639843e-16
3108 3614 11 5.295629004843462e-11
3118 4566 11 5.295629004843462e-11
3134 4328 20 6.667824248885523e-24
3141 4881 21 1.8134971734419627e-25
3141 4882 12 2.6077579123087114e-12
3152 4395 16 7.01250123312698e-18
3201 3702 10 9.821273097995262e-10
3201 4218 11 5.295629004843462e-11
3231 4106 25 6.115365475003797e-32
3242 3673 16 7.01250123312698e-18
3263 5087 13 1.1809660127695147e-13
3284 3462 11 5.295629004843462e-11
3293 4538 66 2.7879230710881274e-111
3305 4902 14 4.947653881605816e-15
3319 4953 16 7.01250123312698e-18
3319 4954 28 5.404527720738542e-37
3336 4560 17 2.3922504324956074e-19
3377 3715 23 1.1556949285810923e-28
3399 5123 22 4.689997939580068e-27
3415 5170 11 5.295629004843462e-11
3416 4300 10 9.821273097995262e-10
3541 3774 20 6.667824248885523e-24
3544 5248 11 5.295629004843462e-11
3642 4667 14 4.947653881605816e-15
3679 4254 254 0.0
3697 4988 11 5.295629004843462e-11
3715 4670 11 5.295629004843462e-11
3761 4379 18 7.678361779346212e-21
3905 4968 10 9.821273097995262e-10
4031 4940 10 9.821273097995262e-10
4218 4621 10 9.821273097995262e-10
4246 4739 10 9.821273097995262e-10
4254 4271 10 9.821273097995262e-10
4254 4272 12 2.6077579123087114e-12
4254 4291 11 5.295629004843462e-11
4254 4296 10 9.821273097995262e-10
4254 4656 10 9.821273097995262e-10
4268 4656 14 4.947653881605816e-15
4268 4838 13 1.1809660127695147e-13
4268 4860 11 5.295629004843462e-11
4482 4950 10 9.821273097995262e-10
4527 4900 11 5.295629004843462e-11
4538 4797 12 2.6077579123087114e-12
4908 5208 10 9.821273097995262e-10
