bin1 bin2 count
1771 3375 41 1.648525818864095e-60
1772 3082 12 2.6077579123087114e-12
1780 3082 10 9.821273097995262e-10
1810 3660 11 5.295629004843462e-11
1829 3168 28 5.404527720738542e-37
1831 4831 18 7.678361779346212e-21
1837 4887 32 5.741894182249742e-44
1845 4078 12 2.6077579123087114e-12
1849 4358 19 2.3259209303803443e-22
1858 2812 12 2.6077579123087114e-12
1879 2206 12 2.6077579123087114e-12
1880 4890 11 5.295629004843462e-11
1914 4369 11 5.295629004843462e-11
1927 5134 14 4.947653881605816e-15
1963 2379 11 5.295629004843462e-11
1978 3879 13 1.1809660127695147e-13
1991 2990 24 2.71859037376491e-30
2003 3082 66 2.7879230710881274e-111
2003 4254 19 2.3259209303803443e-22
2004 3082 22 4.689997939580068e-27
2005 3082 29 1.0316656657388662e-38
2006 3082 29 1.0316656657388662e-38
2006 4254 10 9.821273097995262e-10
2007 3082 26 1.3175525175261321e-33
2008 3082 12 2.6077579123087114e-12
2009 3082 28 5.404527720738542e-37
2010 3082 27 2.7228052120896986e-35
2011 2814 16 7.01250123312698e-18
2011 3082 14 4.947653881605816e-15
2011 5287 10 9.821273097995262e-10
2018 3082 18 7.678361779346212e-21
2021 3082 20 6.667824248885523e-24
2022 3082 19 2.3259209303803443e-22
2023 3082 21 1.8134971734419627e-25
2024 3082 26 1.3175525175261321e-33
2025 3082 13 1.1809660127695147e-13
2026 3082 18 7.678361779346212e-21
2027 3082 12 2.6077579123087114e-12
2029 3082 10 9.821273097995262e-10
2030 3082 26 1.3175525175261321e-33
2031 3082 20 6.667824248885523e-24
2032 3082 15 1.927384551639843e-16
2034 3082 17 2.3922504324956074e-19
2035 3082 13 1.1809660127695147e-13
2036 3082 20 6.667824248885523e-24
2037 3082 24 2.71859037376491e-30
2038 3082 13 1.1809660127695147e-13
2045 3082 11 5.295629004843462e-11
2046 2392 12 2.6077579123087114e-12
2046 3082 11 5.295629004843462e-11
2047 3082 18 7.678361779346212e-21
2048 3082 16 7.01250123312698e-18
2049 3082 19 2.3259209303803443e-22
2050 3082 12 2.6077579123087114e-12
2052 3082 12 2.6077579123087114e-12
2054 3082 17 2.3922504324956074e-19
2055 3082 14 4.947653881605816e-15
2056 3082 13 1.1809660127695147e-13
2057 3082 14 4.947653881605816e-15
2058 3082 21 1.8134971734419627e-25
2060 3082 12 2.6077579123087114e-12
2067 3082 14 4.947653881605816e-15
2068 3082 10 9.821273097995262e-10
2072 3082 12 2.6077579123087114e-12
2073 3082 11 5.295629004843462e-11
2090 3082 11 5.295629004843462e-11
2091 3082 11 5.295629004843462e-11
2098 3082 12 2.6077579123087114e-12
2101 3082 10 9.821273097995262e-10
2189 2322 12 2.6077579123087114e-12
2189 4647 20 6.667824248885523e-24
2204 4400 23 1.1556949285810923e-28
2215 2661 18 7.678361779346212e-21
2220 3560 25 6.115365475003797e-32
2239 2922 15 1.927384551639843e-16
2268 4922 21 1.8134971734419627e-25
2271 4295 10 9.821273097995262e-10
2309 3082 69 9.084756144275024e-118
2309 4254 17 2.3922504324956074e-19
2310 3082 45 3.4155666679755674e-68
2310 4538 87 3.4111384062953836e-158
2311 2652 14 4.947653881605816e-15
2311 3082 47 4.192259601318211e-72
2311 4254 10 9.821273097995262e-10
2312 3082 35 2.335683976982629e-49
2313 3082 30 1.8961388199174944e-40
2314 3082 33 9.479198356836615e-46
2315 3082 35 2.335683976982629e-49
2316 3082 24 2.71859037376491e-30
2317 3082 25 6.115365475003797e-32
2318 3082 24 2.71859037376491e-30
2319 3082 25 6.115365475003797e-32
2320 3082 33 9.479198356836615e-46
2321 3082 35 2.335683976982629e-49
2322 3082 32 5.741894182249742e-44
2323 3082 28 5.404527720738542e-37
2324 3082 26 1.3175525175261321e-33
2325 3082 19 2.3259209303803443e-22
2326 3082 27 2.7228052120896986e-35
2327 3082 18 7.678361779346212e-21
2328 3082 21 1.8134971734419627e-25
2329 3082 24 2.71859037376491e-30
2330 3082 28 5.404527720738542e-37
2331 3082 23 1.1556949285810923e-28
2332 3082 24 2.71859037376491e-30
2333 3082 21 1.8134971734419627e-25
2334 3082 15 1.927384551639843e-16
2335 3082 16 7.01250123312698e-18
2336 3082 20 6.667824248885523e-24
2337 3082 20 6.667824248885523e-24
2338 3082 17 2.3922504324956074e-19
2339 3082 20 6.667824248885523e-24
2340 3082 28 5.404527720738542e-37
2341 3082 11 5.295629004843462e-11
2349 3082 17 2.3922504324956074e-19
2350 3082 22 4.689997939580068e-27
2351 3082 13 1.1809660127695147e-13
2352 3082 18 7.678361779346212e-21
2353 3082 19 2.3259209303803443e-22
2354 3082 21 1.8134971734419627e-25
2355 3082 21 1.8134971734419627e-25
2356 3082 16 7.01250123312698e-18
2357 3082 19 2.3259209303803443e-22
2358 3082 14 4.947653881605816e-15
2359 3082 19 2.3259209303803443e-22
2360 3082 13 1.1809660127695147e-13
2362 3082 15 1.927384551639843e-16
2363 3082 14 4.947653881605816e-15
2364 3082 10 9.821273097995262e-10
2365 3082 10 9.821273097995262e-10
2366 3082 12 2.6077579123087114e-12
2369 3082 14 4.947653881605816e-15
2372 3082 19 2.3259209303803443e-22
2373 3082 11 5.295629004843462e-11
2374 3082 18 7.678361779346212e-21
2376 3082 10 9.821273097995262e-10
2378 3082 14 4.947653881605816e-15
2383 3082 10 9.821273097995262e-10
2393 3082 10 9.821273097995262e-10
2394 3082 10 9.821273097995262e-10
2397 3082 11 5.295629004843462e-11
2398 3082 16 7.01250123312698e-18
2399 3082 12 2.6077579123087114e-12
2401 3571 10 9.821273097995262e-10
2423 3082 10 9.821273097995262e-10
2434 4499 10 9.821273097995262e-10
2441 2844 10 9.821273097995262e-10
2453 3082 10 9.821273097995262e-10
2478 2677 12 2.6077579123087114e-12
2494 3214 16 7.01250123312698e-18
2510 3424 11 5.295629004843462e-11
2511 3424 28 5.404527720738542e-37
2520 2930 24 2.71859037376491e-30
2520 2931 85 1.398052023615793e-153
2554 3329 29 1.0316656657388662e-38
2565 4649 14 4.947653881605816e-15
2566 4649 14 4.947653881605816e-15
2573 3082 33 9.479198356836615e-46
2574 3082 25 6.115365475003797e-32
2575 3082 30 1.8961388199174944e-40
2576 3082 24 2.71859037376491e-30
2577 3082 23 1.1556949285810923e-28
2578 2930 10 9.821273097995262e-10
2578 3082 21 1.8134971734419627e-25
2579 3082 21 1.8134971734419627e-25
2580 3082 14 4.947653881605816e-15
2581 3082 30 1.8961388199174944e-40
2582 3082 29 1.0316656657388662e-38
2583 3082 14 4.947653881605816e-15
2584 3082 24 2.71859037376491e-30
2585 3082 18 7.678361779346212e-21
2586 3082 14 4.947653881605816e-15
2587 3082 15 1.927384551639843e-16
2588 3082 14 4.947653881605816e-15
2589 3082 24 2.71859037376491e-30
2590 3082 23 1.1556949285810923e-28
2591 3082 16 7.01250123312698e-18
2592 3082 28 5.404527720738542e-37
2593 3082 19 2.3259209303803443e-22
2594 3082 18 7.678361779346212e-21
2595 3082 17 2.3922504324956074e-19
2596 3082 14 4.947653881605816e-15
2597 3082 11 5.295629004843462e-11
2598 3082 10 9.821273097995262e-10
2599 3082 13 1.1809660127695147e-13
2600 3082 14 4.947653881605816e-15
2601 3082 15 1.927384551639843e-16
2602 3082 13 1.1809660127695147e-13
2603 3082 23 1.1556949285810923e-28
2604 3082 11 5.295629004843462e-11
2607 3082 17 2.3922504324956074e-19
2608 3082 13 1.1809660127695147e-13
2609 3082 10 9.821273097995262e-10
2610 3082 10 9.821273097995262e-10
2611 3082 15 1.927384551639843e-16
2612 3082 20 6.667824248885523e-24
2613 3082 16 7.01250123312698e-18
2620 3082 15 1.927384551639843e-16
2625 3082 11 5.295629004843462e-11
2627 3082 12 2.6077579123087114e-12
2628 3082 14 4.947653881605816e-15
2629 3082 13 1.1809660127695147e-13
2630 3082 10 9.821273097995262e-10
2632 3082 12 2.6077579123087114e-12
2635 3082 10 9.821273097995262e-10
2637 3082 14 4.947653881605816e-15
2641 3082 11 5.295629004843462e-11
2642 3082 10 9.821273097995262e-10
2646 3082 10 9.821273097995262e-10
2677 3082 10 9.821273097995262e-10
2696 5220 11 5.295629004843462e-11
2702 4629 18 7.678361779346212e-21
2713 5149 10 9.821273097995262e-10
2724 3118 11 5.295629004843462e-11
2732 3641 16 7.01250123312698e-18
2742 4388 12 2.6077579123087114e-12
2780 4353 12 2.6077579123087114e-12
2803 4361 30 1.8961388199174944e-40
2822 3082 18 7.678361779346212e-21
2823 3082 14 4.947653881605816e-15
2824 3082 17 2.3922504324956074e-19
2825 3082 15 1.927384551639843e-16
2826 3082 16 7.01250123312698e-18
2827 3082 17 2.3922504324956074e-19
2828 3082 17 2.3922504324956074e-19
2829 3082 23 1.1556949285810923e-28
2830 3082 21 1.8134971734419627e-25
2831 3082 14 4.947653881605816e-15
2832 3082 14 4.947653881605816e-15
2833 3082 16 7.01250123312698e-18
2834 3082 18 7.678361779346212e-21
2835 3082 10 9.821273097995262e-10
2836 3082 10 9.821273097995262e-10
2837 3082 10 9.821273097995262e-10
2838 3082 19 2.3259209303803443e-22
2839 3082 10 9.821273097995262e-10
2840 3082 21 1.8134971734419627e-25
2841 3082 18 7.678361779346212e-21
2842 3082 17 2.3922504324956074e-19
2843 3082 16 7.01250123312698e-18
2844 3082 15 1.927384551639843e-16
2845 3082 10 9.821273097995262e-10
2846 3082 13 1.1809660127695147e-13
2847 3082 11 5.295629004843462e-11
2849 3082 17 2.3922504324956074e-19
2850 3082 11 5.295629004843462e-11
2850 4905 11 5.295629004843462e-11
2851 3082 18 7.678361779346212e-21
2852 3082 12 2.6077579123087114e-12
2853 3082 11 5.295629004843462e-11
2854 3082 14 4.947653881605816e-15
2855 3082 11 5.295629004843462e-11
2856 3082 10 9.821273097995262e-10
2857 3082 10 9.821273097995262e-10
2859 3082 11 5.295629004843462e-11
2860 3082 11 5.295629004843462e-11
2861 3082 16 7.01250123312698e-18
2862 3082 12 2.6077579123087114e-12
2864 3082 17 2.3922504324956074e-19
2866 3082 11 5.295629004843462e-11
2867 3082 14 4.947653881605816e-15
2868 3082 12 2.6077579123087114e-12
2869 3082 10 9.821273097995262e-10
2871 3082 10 9.821273097995262e-10
2876 3082 11 5.295629004843462e-11
2876 4807 12 2.6077579123087114e-12
2948 3574 23 1.1556949285810923e-28
2992 4078 10 9.821273097995262e-10
3030 4606 13 1.1809660127695147e-13
3082 3326 11 5.295629004843462e-11
3082 3329 15 1.927384551639843e-16
3082 3330 10 9.821273097995262e-10
3082 3332 12 2.6077579123087114e-12
3082 3333 12 2.6077579123087114e-12
3082 3334 10 9.821273097995262e-10
3082 3335 11 5.295629004843462e-11
3082 3336 15 1.927384551639843e-16
3082 3339 12 2.6077579123087114e-12
3082 3343 14 4.947653881605816e-15
3082 3345 10 9.821273097995262e-10
3082 3569 21 1.8134971734419627e-25
3082 3570 31 3.3591324642100694e-42
3082 3571 25 6.115365475003797e-32
3082 3572 19 2.3259209303803443e-22
3082 3573 23 1.1556949285810923e-28
3082 3574 27 2.7228052120896986e-35
3082 3575 16 7.01250123312698e-18
3082 3576 17 2.3922504324956074e-19
3082 3577 18 7.678361779346212e-21
3082 3578 23 1.1556949285810923e-28
3082 3579 16 7.01250123312698e-18
3082 3580 25 6.115365475003797e-32
3082 3581 20 6.667824248885523e-24
3082 3582 21 1.8134971734419627e-25
3082 3583 18 7.678361779346212e-21
3082 3584 14 4.947653881605816e-15
3082 3585 16 7.01250123312698e-18
3082 3586 27 2.7228052120896986e-35
3082 3587 24 2.71859037376491e-30
3082 3588 11 5.295629004843462e-11
3082 3590 16 7.01250123312698e-18
3082 3591 15 1.927384551639843e-16
3082 3592 13 1.1809660127695147e-13
3082 3593 11 5.295629004843462e-11
3082 3594 16 7.01250123312698e-18
3082 3595 13 1.1809660127695147e-13
3082 3596 16 7.01250123312698e-18
3082 3597 14 4.947653881605816e-15
3082 3598 18 7.678361779346212e-21
3082 3599 14 4.947653881605816e-15
3082 3600 11 5.295629004843462e-11
3082 3601 11 5.295629004843462e-11
3082 3602 11 5.295629004843462e-11
3082 3603 15 1.927384551639843e-16
3082 3604 13 1.1809660127695147e-13
